Uniprot Entry,Accession Name,Name,Organism,GO Cellular Components,GO ID CC,GO Molecular Function,GO ID MF,GO Biological Process,GO ID BP,Keywords
Q9QYM5,FT,Rho-related GTP-binding protein RhoN,Mus musculus (Mouse),"cytoplasm IBA, acrosomal membrane IEA, cytoskeleton IBA, intracellular membrane-bounded organelle IBA, vesicle IBA, plasma membrane IBA, early endosome ISO, cell cortex IBA, cytoplasmic vesicle IBA, cell projection IBA","GO:0042995, GO:0005737, GO:0031982, GO:0005769, GO:0043231, GO:0002080, GO:0005938, GO:0031410, GO:0005856, GO:0005886","protein N-terminus binding ISO, GTPase activity IBA, protein kinase binding IBA, GTP binding IBA","GO:0019901, GO:0047485, GO:0003924, GO:0005525","actin cytoskeleton organization IBA, cell migration IBA, establishment or maintenance of cell polarity IBA, positive regulation of collateral sprouting IMP, regulation of actin cytoskeleton organization IBA, small GTPase mediated signal transduction IEA, regulation of cell shape IBA, cortical cytoskeleton organization IBA, actin filament organization IBA","GO:0008360, GO:0007264, GO:0048672, GO:0032956, GO:0016477, GO:0030036, GO:0030865, GO:0007163, GO:0007015"," Reference proteome, Nucleotide-binding,  GTP-binding,  Methylation, Cytoplasmic vesicle,  Membrane,  Prenylation,  Lipoprotein"
Q60596,XRCC1_MOUSE,DNA repair protein XRCC1,Mus musculus (Mouse),"nuclear chromosome, telomeric region IDA, nucleus ISO, nuclear chromatin ISO, nucleolus ISO, nucleoplasm ISO, ERCC4-ERCC1 complex IDA","GO:0005634, GO:0005654, GO:0000790, GO:0000784, GO:0005730, GO:0070522","enzyme binding ISO, oxidized DNA binding ISO","GO:0032356, GO:0019899","positive regulation of DNA ligase activity ISO, response to drug IEA, double-strand break repair via nonhomologous end joining IMP, response to organic substance IEA, voluntary musculoskeletal movement IMP, response to hydroperoxide ISO, negative regulation of protection from non-homologous end joining at telomere IMP, response to hypoxia IEA, base-excision repair ISO, cerebellum morphogenesis IMP, replication-born double-strand break repair via sister chromatid exchange ISO, positive regulation of single strand break repair IGI, DNA repair IMP, telomeric DNA-containing double minutes formation IMP, single strand break repair IEA, negative regulation of protein ADP-ribosylation IMP, hippocampus development IMP","GO:0033194, GO:0050882, GO:0001666, GO:0006281, GO:0010033, GO:0042493, GO:0061819, GO:1903518, GO:1905765, GO:1990414, GO:0021587, GO:0021766, GO:0006303, GO:0010836, GO:0006284, GO:0000012, GO:1904877"," Isopeptide bond,  DNA damage,  Nucleus,  Reference proteome,  DNA repair,  Ubl conjugation, 3D-structure, Phosphoprotein,  Repeat"
Q8BQ47,FT,Protein canopy homolog 4,Mus musculus (Mouse),extracellular region IEA,GO:0005576,signaling receptor binding IPI,GO:0005102,"positive regulation of protein localization to plasma membrane ISO, regulation of protein localization ISO","GO:1903078, GO:0032880"," Disulfide bond,  Reference proteome,  Secreted,  Signal, Coiled coil"
Q9DCT6,BAP18_MOUSE,Chromatin complexes subunit BAP18,Mus musculus (Mouse),"nucleoplasm ISO, MLL1 complex ISS, NURF complex ISS, cytosol ISO","GO:0005829, GO:0005654, GO:0016589, GO:0071339","identical protein binding ISO, DNA binding IEA","GO:0042802, GO:0003677",chromatin organization IEA,GO:0006325," Nucleus,  Reference proteome,  Chromatin regulator, Alternative splicing,  DNA-binding, Phosphoprotein"
Q3UYI5,RGL3_MOUSE,Ral guanine nucleotide dissociation stimulator-like 3,Mus musculus (Mouse),,,"small GTPase binding IPI, Ral guanyl-nucleotide exchange factor activity IDA, Ras GTPase binding IDA","GO:0017016, GO:0008321, GO:0031267","small GTPase mediated signal transduction TAS, positive regulation of GTPase activity IEA","GO:0043547, GO:0007264"," Phosphoprotein,  Reference proteome, Guanine-nucleotide releasing factor,  Direct protein sequencing, Alternative splicing"
Q8BGD8,FT,Cytochrome c oxidase assembly factor 6 homolog,Mus musculus (Mouse),"mitochondrion HDA, mitochondrial intermembrane space ISS, respiratory chain complex IV IEA, plasma membrane IEA","GO:0005886, GO:0005758, GO:0045277, GO:0005739",copper ion binding ISS,GO:0005507,"plasma membrane ATP synthesis coupled electron transport ISS, respiratory chain complex IV assembly ISS","GO:0008535, GO:0042774","Disulfide bond,  Reference proteome,  Mitochondrion"
O88878,ZFAN5_MOUSE,AN1-type zinc finger protein 5,Mus musculus (Mouse),cytoplasm IEA,GO:0005737,"zinc ion binding IEA, DNA binding IEA","GO:0008270, GO:0003677","platelet-derived growth factor receptor signaling pathway IMP, smooth muscle tissue development IMP, skeletal system morphogenesis IMP, vasculature development IMP, respiratory system process IMP, face development IMP, in utero embryonic development IMP, fibroblast migration IMP","GO:0003016, GO:0048705, GO:0001701, GO:0001944, GO:0048008, GO:0060324, GO:0010761, GO:0048745","Reference proteome,  Phosphoprotein,  Zinc,  Ubl conjugation pathway,  Acetylation,  Zinc-finger, 3D-structure,  Cytoplasm,  Metal-binding"
P17918,PCNA_MOUSE,Proliferating cell nuclear antigen,Mus musculus (Mouse),"nuclear body ISO, PCNA-p21 complex ISS, centrosome ISO, nucleus IDA, chromatin ISS, nuclear replication fork ISO, nucleoplasm ISO, replication fork IDA, nuclear lamina IDA, PCNA complex ISS, cyclin-dependent protein kinase holoenzyme complex IPI","GO:0043596, GO:0005813, GO:0005634, GO:0000307, GO:0016604, GO:0005654, GO:0000785, GO:0005652, GO:0043626, GO:0005657, GO:0070557","purine-specific mismatch base pair DNA N-glycosylase activity ISO, enzyme binding IPI, estrogen receptor binding ISO, DNA polymerase binding ISO, receptor tyrosine kinase binding ISO, chromatin binding ISS, transcription factor binding IPI, damaged DNA binding ISS, protein-containing complex binding ISO, identical protein binding ISO, DNA polymerase processivity factor activity IBA, protein C-terminus binding ISO, histone acetyltransferase binding ISO, MutLalpha complex binding ISO, dinucleotide insertion or deletion binding ISO","GO:0070182, GO:0035035, GO:0019899, GO:0042802, GO:0008134, GO:0030337, GO:0030971, GO:0030331, GO:0044877, GO:0032139, GO:0000701, GO:0032405, GO:0003682, GO:0008022, GO:0003684","leading strand elongation IBA, positive regulation of DNA repair ISS, base-excision repair, gap-filling IDA, positive regulation of DNA replication ISS, cellular response to hydrogen peroxide IEA, negative regulation of transcription by RNA polymerase II IDA, cellular response to UV ISS, cellular response to xenobiotic stimulus IDA, response to lipid ISO, response to L-glutamate IEA, replication fork processing IGI, response to dexamethasone IEA, heart development IEA, mitotic telomere maintenance via semi-conservative replication IGI, positive regulation of deoxyribonuclease activity ISS, epithelial cell differentiation IEA, estrous cycle IEA, response to cadmium ion IEA, positive regulation of DNA-directed DNA polymerase activity ISO, response to estradiol IEA, translesion synthesis ISS, mismatch repair ISO, liver regeneration IEA","GO:0097421, GO:0046686, GO:0006272, GO:0045740, GO:0031297, GO:0044849, GO:0007507, GO:0071466, GO:0070301, GO:0071548, GO:0030855, GO:0000122, GO:0032077, GO:0006287, GO:1902065, GO:0033993, GO:0019985, GO:0032355, GO:0006298, GO:1902990, GO:0045739, GO:1900264, GO:0034644"," Phosphoprotein,  DNA damage, Acetylation,  Nucleus,  Reference proteome,  DNA repair,  Methylation, Ubl conjugation, Isopeptide bond,  DNA-binding,  DNA replication"
Q9CXE2,BCL7A_MOUSE,B-cell CLL/lymphoma 7 protein family member A,Mus musculus (Mouse),,,,,,," Isopeptide bond,  Reference proteome,  Phosphoprotein, Ubl conjugation, Alternative splicing"
Q99J78,DEFI8_MOUSE,Differentially expressed in FDCP 8,Mus musculus (Mouse),,,metal ion binding IEA,GO:0046872,"positive regulation of ruffle assembly IMP, intracellular signal transduction IEA, positive regulation of bone resorption IMP, lysosome localization IMP","GO:1900029, GO:0045780, GO:0035556, GO:0032418"," Phosphoprotein,  Reference proteome, Repeat,  Zinc,  Zinc-finger, Alternative splicing,  Metal-binding"
Q9D0B0,SRSF9_MOUSE,Serine/arginine-rich splicing factor 9,Mus musculus (Mouse),"nucleoplasm ISO, nucleus IBA, nucleolus ISO, nuclear speck IBA","GO:0005634, GO:0005654, GO:0005730, GO:0016607","protein domain specific binding ISO, RNA binding IBA","GO:0003723, GO:0019904","negative regulation of mRNA splicing, via spliceosome ISS, regulation of alternative mRNA splicing, via spliceosome IBA, response to alkaloid IEA, mRNA cis splicing, via spliceosome IBA, response to toxic substance IEA","GO:0045292, GO:0009636, GO:0048025, GO:0000381, GO:0043279"," Isopeptide bond,  Nucleus,  Reference proteome,  mRNA splicing, Ubl conjugation, 3D-structure,  Repressor, Phosphoprotein,  Repeat,  RNA-binding,  mRNA processing"
P97785,FT,GDNF family receptor alpha-1,Mus musculus (Mouse),"multivesicular body IEA, plasma membrane protein complex ISO, neuronal cell body ISO, axon ISO, anchored component of membrane IEA, Golgi apparatus IEA, external side of plasma membrane ISO, extrinsic component of membrane TAS, extracellular space ISO, receptor complex ISO","GO:0009897, GO:0005771, GO:0030424, GO:0005794, GO:0043025, GO:0005615, GO:0043235, GO:0031225, GO:0019898, GO:0098797","signaling receptor activity IBA, integrin binding ISO, neurotrophin receptor activity ISO","GO:0005030, GO:0038023, GO:0005178","nervous system development IMP, neuron differentiation ISO, cell migration ISO, transmembrane receptor protein tyrosine kinase signaling pathway TAS, anatomical structure morphogenesis TAS, neuron projection development ISO, positive regulation of peptidyl-tyrosine phosphorylation ISO","GO:0007169, GO:0030182, GO:0031175, GO:0050731, GO:0016477, GO:0009653, GO:0007399"," Disulfide bond, Reference proteome,  Endosome,  GPI-anchor,  Cell membrane,  Golgi apparatus, Glycoprotein, Alternative splicing,  Membrane,  Signal,  Receptor,  Repeat,  Lipoprotein"
O89103,FT,Complement component C1q receptor,Mus musculus (Mouse),"integral component of membrane IEA, cell surface IDA, plasma membrane IDA, cytoplasmic vesicle IDA","GO:0031410, GO:0009986, GO:0005886, GO:0016021","complement component C1q complex binding ISO, carbohydrate binding IEA, calcium ion binding IEA","GO:0005509, GO:0030246, GO:0001849",cell-cell adhesion ISS,GO:0098609," Disulfide bond,  Glycoprotein,  Phosphoprotein,  Reference proteome,  Transmembrane helix, Membrane,  Lectin, Transmembrane,  EGF-like domain, Cell adhesion,  Signal,  Repeat,  Receptor"
Q920D3,MED28_MOUSE,Mediator of RNA polymerase II transcription subunit 28,Mus musculus (Mouse),"cortical actin cytoskeleton IDA, nucleoplasm ISO, mediator complex IDA, membrane IEA, cytoskeleton IDA","GO:0030864, GO:0016020, GO:0005654, GO:0005856, GO:0016592",actin binding IEA,GO:0003779,"negative regulation of smooth muscle cell differentiation IMP, stem cell population maintenance IMP","GO:0051151, GO:0019827","Reference proteome,  Transcription,  Nucleus, Actin-binding,  Activator,  Membrane,  Transcription regulation,  Cytoplasm,  Coiled coil"
Q8R2H9,PHOP1_MOUSE,Phosphoethanolamine/phosphocholine phosphatase,Mus musculus (Mouse),"extracellular membrane-bounded organelle IDA, extracellular matrix IDA","GO:0065010, GO:0031012","phosphatase activity IBA, phosphocholine phosphatase activity IEA, metal ion binding IEA, pyrophosphatase activity ISO, phosphoethanolamine phosphatase activity IEA","GO:0052731, GO:0016791, GO:0052732, GO:0016462, GO:0046872","regulation of bone mineralization IEA, bone mineralization involved in bone maturation IMP, endochondral ossification IMP","GO:0030500, GO:0035630, GO:0001958"," Reference proteome, Hydrolase,  Mineral balance,  Magnesium,  Metal-binding"
Q810U3,FT,Neurofascin,Mus musculus (Mouse),"integral component of plasma membrane ISO, dendrite ISO, septate junction IDA, axon initial segment IDA, plasma membrane IDA, Schwann cell microvillus ISO, myelin sheath HDA, paranode region of axon IDA, axon IDA, node of Ranvier IDA, paranodal junction IDA","GO:0033010, GO:0033270, GO:0043194, GO:0097454, GO:0030424, GO:0005918, GO:0033268, GO:0030425, GO:0005887, GO:0005886, GO:0043209","protein binding involved in heterotypic cell-cell adhesion IGI, protein domain specific binding ISO","GO:0086080, GO:0019904","protein localization to plasma membrane ISO, clustering of voltage-gated sodium channels IMP, protein localization to juxtaparanode region of axon IMP, transmission of nerve impulse IMP, synapse organization IMP, peripheral nervous system development IEA, paranodal junction assembly IMP, axon guidance IDA, protein localization to paranode region of axon IMP","GO:0002175, GO:0071205, GO:0007422, GO:0019226, GO:0072659, GO:0050808, GO:0045162, GO:0030913, GO:0007411"," Disulfide bond,  Phosphoprotein, Reference proteome,  Transmembrane helix,  Transmembrane,  Immunoglobulin domain,  Cell membrane,  Direct protein sequencing, Glycoprotein,  Membrane, Cell adhesion,  Signal,  Repeat"
Q9JIY2,HAKAI_MOUSE,E3 ubiquitin-protein ligase Hakai {ECO:0000305},Mus musculus (Mouse),"cytoplasm IDA, RNA N6-methyladenosine methyltransferase complex IDA, nuclear speck ISO, nucleus IDA","GO:0005737, GO:0005634, GO:0036396, GO:0016607","identical protein binding IPI, metal ion binding IEA, ubiquitin protein ligase activity IDA","GO:0042802, GO:0061630, GO:0046872","cell-cell adhesion ISO, regulation of cell adhesion IBA, multicellular organism development IEA, positive regulation of cell migration IDA, protein ubiquitination IBA, mRNA methylation ISO, positive regulation of endocytosis IDA, negative regulation of cell adhesion IDA","GO:0030335, GO:0080009, GO:0007275, GO:0098609, GO:0016567, GO:0030155, GO:0045807, GO:0007162"," Phosphoprotein,  Nucleus,  Reference proteome,  Zinc,  Alternative splicing, Ubl conjugation pathway,  Developmental protein,  Zinc-finger, 3D-structure,  Transferase,  Cytoplasm, Metal-binding"
Q8R3U1,PLAT3_MOUSE,Phospholipase A and acyltransferase 3 {ECO:0000250|UniProtKB:P53816},Mus musculus (Mouse),"endoplasmic reticulum IDA, peroxisome IDA, peroxisomal membrane IEA, perinuclear region of cytoplasm IDA, integral component of membrane IEA, plasma membrane IEA, cytoplasm ISO, membrane ISO","GO:0005778, GO:0005737, GO:0005783, GO:0005777, GO:0016020, GO:0005886, GO:0016021, GO:0048471","N-acyltransferase activity ISS, 1-acyl-2-lysophosphatidylserine acylhydrolase activity IEA, phospholipase A2 activity IDA, phospholipase A2 activity (consuming 1,2-dipalmitoylphosphatidylcholine) IEA, phospholipase A1 activity IDA, phospholipase A2 activity consuming 1,2-dioleoylphosphatidylethanolamine) IEA, phosphatidylserine 1-acylhydrolase activity IEA","GO:0004623, GO:0052739, GO:0016410, GO:0102567, GO:0008970, GO:0102568, GO:0052740","ether lipid metabolic process IMP, N-acylphosphatidylethanolamine metabolic process ISS, response to bacterium IEP, phospholipid biosynthetic process IDA, regulation of adipose tissue development IMP, lipid catabolic process IMP, triglyceride metabolic process IMP, phospholipid metabolic process ISO, negative regulation of cell cycle ISO, peroxisome organization IMP","GO:0006644, GO:0045786, GO:0006641, GO:0016042, GO:1904177, GO:0009617, GO:0070292, GO:0046485, GO:0008654, GO:0007031","Reference proteome,  Transmembrane helix, Lipid degradation,  Peroxisome,  Transmembrane,  Cell membrane,  Transferase,  Lipid metabolism, Alternative splicing,  Membrane,  Hydrolase,  Cytoplasm"
Q8C156,CND2_MOUSE,Condensin complex subunit 2,Mus musculus (Mouse),"chromosome IGI, nuclear condensin complex IBA, nucleus IDA, cytosol ISO, nucleoplasm ISO, condensin complex IDA","GO:0000796, GO:0005634, GO:0005694, GO:0005829, GO:0005654, GO:0000799","DNA topoisomerase binding IBA, DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activator activity IBA, chromatin binding IDA","GO:0003682, GO:0072587, GO:0044547","cell division IEA, mitotic chromosome condensation ISS, meiotic chromosome segregation IMP, female meiotic nuclear division IMP, female meiosis chromosome separation IGI, meiotic chromosome condensation IMP","GO:0010032, GO:0045132, GO:0007076, GO:0007143, GO:0051301, GO:0051309","Reference proteome,  Isopeptide bond,  Nucleus, Acetylation,  Phosphoprotein,  Cell division,  Ubl conjugation,  Cell cycle,  Mitosis,  Chromosome, DNA condensation,  Cytoplasm"
P15388,KCNC1_MOUSE,Potassium voltage-gated channel subfamily C member 1,Mus musculus (Mouse),"neuronal cell body membrane IDA, dendrite ISO, calyx of Held IEA, neuron projection membrane ISO, integral component of membrane IBA, neuronal cell body ISO, voltage-gated potassium channel complex ISS, axolemma IDA, cell surface ISO, integral component of postsynaptic membrane IEA, integral component of presynaptic membrane ISO, dendrite membrane IDA, membrane ISO, axon IBA","GO:0099056, GO:0030424, GO:0008076, GO:0043025, GO:0099055, GO:0016020, GO:0030673, GO:0009986, GO:0030425, GO:0032809, GO:0032590, GO:0016021, GO:0032589, GO:0044305","voltage-gated ion channel activity involved in regulation of presynaptic membrane potential ISO, voltage-gated potassium channel activity IBA, ion channel binding IPI, kinesin binding IDA, delayed rectifier potassium channel activity ISS","GO:0005251, GO:0019894, GO:0044325, GO:0099508, GO:0005249","response to light intensity IEA, cellular response to drug IEA, regulation of ion transmembrane transport ISO, potassium ion transmembrane transport ISS, response to nerve growth factor IEA, response to amine IEA, response to toxic substance IEA, cerebellum development IEA, protein homooligomerization IEA, response to auditory stimulus IEA, regulation of potassium ion transmembrane transport ISO, positive regulation of voltage-gated potassium channel activity ISO, protein tetramerization ISS, globus pallidus development IEA, positive regulation of ion transmembrane transport ISO, positive regulation of potassium ion transmembrane transport ISO, response to fibroblast growth factor IEA, response to potassium ion IEA","GO:0034767, GO:0051262, GO:1901379, GO:0035864, GO:0009642, GO:0021759, GO:0014075, GO:0009636, GO:0071774, GO:0051260, GO:0010996, GO:1990089, GO:1901381, GO:0071805, GO:0034765, GO:0035690, GO:0021549, GO:1903818"," Transmembrane helix,  Phosphoprotein,  Reference proteome, Potassium,  Potassium transport,  Transport,  Cell junction, Voltage-gated channel, Synapse,  Ion channel,  Transmembrane,  Cell projection,  Cell membrane, Glycoprotein, Alternative splicing,  Ion transport,  Membrane,  Potassium channel"
Q99J62,RFC4_MOUSE,Replication factor C subunit 4,Mus musculus (Mouse),"Elg1 RFC-like complex ISS, DNA replication factor C complex ISO, nucleus IBA, Ctf18 RFC-like complex ISS, nucleoplasm ISO","GO:0005663, GO:0005634, GO:0031391, GO:0005654, GO:0031390","single-stranded DNA helicase activity IEA, ATP binding IEA, DNA clamp loader activity IEA, enzyme binding IPI","GO:0003689, GO:0019899, GO:0005524, GO:0017116","positive regulation of DNA-directed DNA polymerase activity ISS, DNA repair IBA, DNA-dependent DNA replication IBA","GO:1900264, GO:0006261, GO:0006281"," Nucleus, Acetylation,  Reference proteome, Nucleotide-binding,  ATP-binding,  Direct protein sequencing,  DNA replication"
P45878,FKBP2_MOUSE,Peptidyl-prolyl cis-trans isomerase FKBP2,Mus musculus (Mouse),endoplasmic reticulum membrane IEA,GO:0005789,peptidyl-prolyl cis-trans isomerase activity IEA,GO:0003755,,," Reference proteome, Endoplasmic reticulum,  Rotamase, Signal,  Membrane,  Isomerase"
Q8BWW4,LARP4_MOUSE,La-related protein 4,Mus musculus (Mouse),"cytoplasmic stress granule IEA, cytosol ISO","GO:0005829, GO:0010494","mRNA 3'-UTR binding ISO, poly(A) binding ISO","GO:0008143, GO:0003730","positive regulation of translation ISO, translation IEA, posttranscriptional regulation of gene expression ISO, cytoskeleton organization ISS, regulation of cell morphogenesis ISS","GO:0022604, GO:0045727, GO:0007010, GO:0010608, GO:0006412","Reference proteome,  Phosphoprotein, Acetylation,  Methylation,  Cytoplasm,  RNA-binding,  Protein biosynthesis"
Q80XP9,WNK3_MOUSE,Serine/threonine-protein kinase WNK3 {ECO:0000305},Mus musculus (Mouse),"adherens junction IDA, cytosol IBA, cytoplasm ISO, bicellular tight junction IDA","GO:0005923, GO:0005737, GO:0005912, GO:0005829","protein threonine kinase activity IEA, chloride channel inhibitor activity ISO, protein serine/threonine kinase activity ISO, protein serine kinase activity IEA, potassium channel inhibitor activity IBA, ATP binding IEA, protein kinase activity ISS","GO:0106310, GO:0004674, GO:0019870, GO:0106311, GO:0004672, GO:0005524, GO:0019869","peptidyl-threonine phosphorylation IMP, osmosensory signaling pathway ISO, positive regulation of sodium ion transmembrane transporter activity ISS, positive regulation of potassium ion import across plasma membrane IBA, protein localization to plasma membrane ISS, regulation of cation transmembrane transport IMP, negative regulation of pancreatic juice secretion IMP, maintenance of blood-brain barrier IMP, cell volume homeostasis IMP, regulation of calcium ion import ISS, positive regulation of calcium ion transport ISO, protein autophosphorylation ISS, negative regulation of sodium ion transport IBA, negative regulation of apoptotic process ISO, intracellular signal transduction IBA, ion homeostasis ISO, positive regulation of sodium ion transport ISS, protein phosphorylation IBA, positive regulation of peptidyl-threonine phosphorylation ISS, positive regulation of protein localization to plasma membrane ISS, positive regulation of ion transmembrane transporter activity ISS","GO:0035633, GO:0006468, GO:0051928, GO:0050801, GO:0007231, GO:0032414, GO:0043066, GO:1904062, GO:0010765, GO:2000651, GO:0006884, GO:1903288, GO:1903078, GO:0090279, GO:0010766, GO:0018107, GO:0010800, GO:0035556, GO:0046777, GO:0072659, GO:0090188"," Reference proteome,  Serine/threonine-protein kinase,  ATP-binding,  Ubl conjugation,  Kinase, Alternative splicing,  Nucleotide-binding, Phosphoprotein, Transferase,  Cytoplasm"
Q8R409,HEXI1_MOUSE,Protein HEXIM1,Mus musculus (Mouse),"7SK snRNP ISO, cytoplasm ISS, intracellular membrane-bounded organelle ISO, nucleus IDA, nucleoplasm ISO","GO:0005737, GO:0005634, GO:0043231, GO:0005654, GO:0120259","snRNA binding ISS, identical protein binding ISO, cyclin-dependent protein serine/threonine kinase inhibitor activity ISS, protein kinase inhibitor activity ISO, 7SK snRNA binding ISS, P-TEFb complex binding ISO","GO:0106140, GO:0004860, GO:0042802, GO:0017069, GO:0097322, GO:0004861","negative regulation of transcription, DNA-templated IDA, negative regulation of transcription by RNA polymerase II ISS, negative regulation of cyclin-dependent protein serine/threonine kinase activity ISS, innate immune response IEA, negative regulation of viral transcription ISO, heart development IMP, positive regulation of signal transduction by p53 class mediator ISO, activation of innate immune response ISO","GO:0045892, GO:1901798, GO:0045087, GO:0002218, GO:0032897, GO:0007507, GO:0045736, GO:0000122","Reference proteome,  Phosphoprotein,  Nucleus,  Immunity,  Transcription,  Innate immunity,  Repressor,  Transcription regulation, Coiled coil,  Cytoplasm"
Q8BXA7,PHLP2_MOUSE,PH domain leucine-rich repeat-containing protein phosphatase 2,Mus musculus (Mouse),"nucleus IEA, photoreceptor inner segment ISO, cytoplasm ISO, photoreceptor outer segment membrane ISO, intracellular membrane-bounded organelle IBA","GO:0005737, GO:0005634, GO:0043231, GO:0042622, GO:0001917","protein serine/threonine phosphatase activity ISO, protein threonine phosphatase activity IEA, metal ion binding IEA, protein serine phosphatase activity IEA","GO:0004722, GO:0106307, GO:0106306, GO:0046872","signal transduction IBA, protein dephosphorylation ISO","GO:0006470, GO:0007165","Cytoplasm,  Phosphoprotein,  Nucleus, Reference proteome,  Tumor suppressor,  Protein phosphatase,  Manganese,  Membrane,  Leucine-rich repeat,  Repeat,  Hydrolase, Metal-binding"
Q9CWZ3,RBM8A_MOUSE,RNA-binding protein 8A,Mus musculus (Mouse),"cytoplasm IEA, dendrite ISO, exon-exon junction complex ISO, neuronal cell body ISO, nuclear speck ISO, catalytic step 2 spliceosome ISO, nucleus IDA, U2-type catalytic step 1 spliceosome ISS","GO:0071013, GO:0005737, GO:0005634, GO:0043025, GO:0016607, GO:0030425, GO:0071006, GO:0035145",mRNA binding IDA,GO:0003729,"mRNA transport IEA, regulation of translation IEA, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay ISO, mRNA splicing, via spliceosome ISS, regulation of alternative mRNA splicing, via spliceosome ISS","GO:0006417, GO:0000184, GO:0051028, GO:0000381, GO:0000398"," Isopeptide bond,  Nucleus, Acetylation,  Phosphoprotein,  Reference proteome,  Transport,  mRNA splicing,  Alternative splicing,  mRNA transport, RNA-binding, Ubl conjugation, Nonsense-mediated mRNA decay, mRNA processing,  Spliceosome,  Translation regulation,  Cytoplasm"
Q9D1R2,KTI12_MOUSE,Protein KTI12 homolog,Mus musculus (Mouse),Elongator holoenzyme complex IBA,GO:0033588,ATP binding IEA,GO:0005524,"regulation of transcription by RNA polymerase II IBA, tRNA wobble uridine modification IBA","GO:0002098, GO:0006357","Reference proteome,  Phosphoprotein, Acetylation,  ATP-binding,  Nucleotide-binding"
O35381,AN32A_MOUSE,Acidic leucine-rich nuclear phosphoprotein 32 family member A,Mus musculus (Mouse),"nuclear matrix IPI, cytoplasm ISS, endoplasmic reticulum ISS, nucleus IDA, perinuclear region of cytoplasm ISS","GO:0005737, GO:0005634, GO:0005783, GO:0016363, GO:0048471",histone binding IBA,GO:0042393,"nucleocytoplasmic transport IBA, regulation of apoptotic process IBA","GO:0042981, GO:0006913"," Phosphoprotein,  Reference proteome, Transcription, Nucleus,  Endoplasmic reticulum,  Transcription regulation, 3D-structure,  Repressor,  Leucine-rich repeat,  Repeat,  Cytoplasm"
Q80ZX8,SPAG1_MOUSE,Sperm-associated antigen 1,Mus musculus (Mouse),"cytoplasm ISS, cytosol ISO","GO:0005829, GO:0005737","hydrolase activity IEA, GTP binding IEA","GO:0016787, GO:0005525","single fertilization IEA, axonemal dynein complex assembly ISS","GO:0007338, GO:0070286"," Phosphoprotein,  Reference proteome, Nucleotide-binding,  GTP-binding,  Cytoplasm,  TPR repeat, Alternative splicing,  Fertilization,  Repeat,  Hydrolase"
Q9DAA6,EXOS1_MOUSE,Exosome complex component CSL4,Mus musculus (Mouse),"nuclear exosome (RNase complex) IBA, nucleolus ISS, exosome (RNase complex) ISS, cytoplasm IBA","GO:0000176, GO:0005737, GO:0005730, GO:0000178",RNA binding IEA,GO:0003723,"rRNA processing IEA, RNA processing ISO","GO:0006396, GO:0006364","Reference proteome,  Phosphoprotein,  Nucleus,  Exosome,  rRNA processing, Alternative splicing,  RNA-binding,  Cytoplasm"
Q9CYA6,ZCHC8_MOUSE,Zinc finger CCHC domain-containing protein 8,Mus musculus (Mouse),"nucleus ISO, nuclear body ISO, catalytic step 2 spliceosome ISO, nucleoplasm ISS, TRAMP complex ISO","GO:0071013, GO:0005634, GO:0016604, GO:0005654, GO:0031499","zinc ion binding IEA, RNA binding ISO","GO:0003723, GO:0008270","RNA splicing IEA, ncRNA processing ISS, mRNA processing IEA","GO:0034470, GO:0008380, GO:0006397"," Phosphoprotein,  Reference proteome, Acetylation, Nucleus,  Zinc,  mRNA splicing, Zinc-finger,  Coiled coil,  Spliceosome,  mRNA processing,  Metal-binding"
O88491,NSD1_MOUSE,"Histone-lysine N-methyltransferase, H3 lysine-36 specific",Mus musculus (Mouse),"chromatin IBA, histone methyltransferase complex IC, nucleus IDA","GO:0005634, GO:0000785, GO:0035097","retinoic acid receptor binding IPI, histone methyltransferase activity IDA, histone methyltransferase activity (H3-K36 specific) IDA, retinoid X receptor binding IPI, RNA polymerase II cis-regulatory region sequence-specific DNA binding ISO, thyroid hormone receptor binding IPI, estrogen receptor binding IPI, chromatin binding IDA, transcription coregulator activity IDA, transcription corepressor activity IDA, zinc ion binding ISS, histone methyltransferase activity (H4-K20 specific) IDA, androgen receptor binding ISS","GO:0042799, GO:0008270, GO:0046966, GO:0003712, GO:0042974, GO:0000978, GO:0030331, GO:0042054, GO:0003714, GO:0046975, GO:0003682, GO:0046965, GO:0050681","gastrulation with mouth forming second IMP, histone methylation IDA, regulation of peptidyl-serine phosphorylation ISO, regulation of RNA polymerase II regulatory region sequence-specific DNA binding ISO, regulation of transcription, DNA-templated IBA, positive regulation of transcription, DNA-templated ISS, regulation of histone H3-K36 methylation ISO, negative regulation of transcription by RNA polymerase II IDA","GO:1903025, GO:0006355, GO:0001702, GO:0000414, GO:0045893, GO:0016571, GO:0033135, GO:0000122"," Isopeptide bond,  Reference proteome,  Transcription, Nucleus,  Activator, 3D-structure,  Chromosome, Transferase,  Receptor,  Zinc,  Chromatin regulator, S-adenosyl-L-methionine,  Repeat,  Metal-binding,  Methyltransferase,  Ubl conjugation,  Repressor, Developmental protein,  Phosphoprotein,  Zinc-finger,  Transcription regulation"
