Uniprot Entry,Accession Name,Name,Organism,Biological Process Label,Brain Part,Molecular Function Label,Cellular Component Label
P97807,FUMH_MOUSE,"Fumarate hydratase, mitochondrial {ECO:0000303|PubMed:17418408}",Mus musculus (Mouse),"GO:0009987, GO:0050896, GO:0008152, GO:0065007",Cortex,"GO:0003824, GO:0005488","GO:0005622, GO:0090734, GO:0043226"
P61164,ACTZ_MOUSE,Alpha-centractin,Mus musculus (Mouse),"GO:0022414, GO:0032502",Cortex,GO:0005488,"GO:0005737, GO:0043226, GO:0005622, GO:0005815"
P17742,PPIA_MOUSE,Peptidyl-prolyl cis-trans isomerase A,Mus musculus (Mouse),"GO:0022610, GO:0002376, GO:0009987, GO:0065007, GO:0050896, GO:0040011, GO:0032502, GO:0008152",Cortex,"GO:0003824, GO:0005488","GO:0005622, GO:0043226"
Q91YT0,NDUV1_MOUSE,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",Mus musculus (Mouse),"GO:0009987, GO:0008152",Cortex,"GO:0003824, GO:0005488","GO:0005622, GO:0043226, GO:0098798, GO:0098796, GO:1902494, GO:0016020"
O08749,FT,"Dihydrolipoyl dehydrogenase, mitochondrial",Mus musculus (Mouse),"GO:0022414, GO:0009987, GO:0065007, GO:0008152, GO:0032502",Cortex,"GO:0003824, GO:0005488","GO:0045239, GO:0031974, GO:0042995, GO:0043226, GO:0005622, GO:1902494"
P63101,1433Z_MOUSE,14-3-3 protein zeta/delta,Mus musculus (Mouse),"GO:0051179, GO:0009987, GO:0065007, GO:0050896, GO:0008152",Cortex,GO:0005488,"GO:0043226, GO:0005622, GO:0030054"
Q6IRU5,FT,Clathrin light chain B,Mus musculus (Mouse),"GO:0051179, GO:0009987",Cortex,GO:0005488,"GO:0005737, GO:0031984, GO:0005622, GO:0043226, GO:0098796, GO:0016020"
P97427,DPYL1_MOUSE,Dihydropyrimidinase-related protein 1,Mus musculus (Mouse),"GO:0009987, GO:0065007",Cortex,"GO:0003824, GO:0005488","GO:0044297, GO:0030427, GO:0042995, GO:0005622, GO:0043226, GO:0005815"
P63038,CH60_MOUSE,"60 kDa heat shock protein, mitochondrial",Mus musculus (Mouse),"GO:0002376, GO:0051179, GO:0009987, GO:0065007, GO:0050896, GO:0032501, GO:0044419, GO:0008152",Cortex,"GO:0003824, GO:0005488","GO:0043235, GO:0031974, GO:0043226, GO:0005622, GO:0098796, GO:0016020"
Q8QZT1,THIL_MOUSE,"Acetyl-CoA acetyltransferase, mitochondrial",Mus musculus (Mouse),"GO:0009987, GO:0050896, GO:0008152, GO:0032502",Cortex,"GO:0003824, GO:0005488","GO:0005622, GO:0031974, GO:0043226, GO:0016020"
P11798,KCC2A_MOUSE,Calcium/calmodulin-dependent protein kinase type II subunit alpha,Mus musculus (Mouse),"GO:0051179, GO:0009987, GO:0065007, GO:0050896, GO:0008152, GO:0032502",Cortex,"GO:0003824, GO:0005488","GO:0005737, GO:0044297, GO:0098794, GO:0042995, GO:0043226, GO:0005622, GO:0140535, GO:0030054, GO:0005829, GO:0016020"
Q5U410,G3P_MOUSE,Glyceraldehyde-3-phosphate dehydrogenase,Mus musculus (Mouse),"GO:0002376, GO:0009987, GO:0065007, GO:0050896, GO:0032501, GO:0032502, GO:0044419, GO:0008152",Cortex,"GO:0003824, GO:0098772, GO:0005488","GO:0043226, GO:0005622, GO:0030054, GO:0016020"
Q8CHH9,SEPT8_MOUSE,Septin-8 {ECO:0000305},Mus musculus (Mouse),"GO:0051179, GO:0009987, GO:0065007",Cortex,"GO:0003824, GO:0005488","GO:0042995, GO:0005622, GO:0043226, GO:0016020"
Q9EQF6,DPYL5_MOUSE,Dihydropyrimidinase-related protein 5,Mus musculus (Mouse),GO:0009987,Cortex,"GO:0003824, GO:0005488","GO:0042995, GO:0044297"
Q8R5C5,ACTY_MOUSE,Beta-centractin,Mus musculus (Mouse),,Cortex,GO:0005488,"GO:0005622, GO:0005815, GO:0043226"
Q9Z2K1,K1C16_MOUSE,"Keratin, type I cytoskeletal 16",Mus musculus (Mouse),"GO:0002376, GO:0009987, GO:0065007, GO:0040011, GO:0050896, GO:0032501, GO:0044419, GO:0032502",Cortex,GO:0005198,"GO:0005622, GO:0099080, GO:0043226"
P12787,COX5A_MOUSE,"Cytochrome c oxidase subunit 5A, mitochondrial",Mus musculus (Mouse),"GO:0009987, GO:0008152",Cortex,"GO:0005215, GO:0003824, GO:0005488","GO:0070069, GO:0005622, GO:0043226, GO:0098798, GO:0098796, GO:0016020"
P15532,NDKA_MOUSE,Nucleoside diphosphate kinase A,Mus musculus (Mouse),"GO:0051179, GO:0009987, GO:0065007, GO:0050896, GO:0032502, GO:0008152",Cortex,"GO:0003824, GO:0005488","GO:0099080, GO:0005622, GO:0043226, GO:0031256, GO:0005815, GO:0016020"
Q9D7X3,DUS3_MOUSE,Dual specificity protein phosphatase 3,Mus musculus (Mouse),"GO:0009987, GO:0065007, GO:0050896, GO:0032501, GO:0008152, GO:0032502",Cortex,"GO:0003824, GO:0005488","GO:0005622, GO:0043226"
Q9CWJ9,PUR9_MOUSE,Bifunctional purine biosynthesis protein ATIC,Mus musculus (Mouse),"GO:0009987, GO:0050896, GO:0008152, GO:0032502",Cortex,"GO:0003824, GO:0005488","GO:0005622, GO:0016020, GO:0043226"
Q05816,FT,Fatty acid-binding protein 5 {ECO:0000305},Mus musculus (Mouse),"GO:0051179, GO:0009987, GO:0065007, GO:0032501, GO:0008152",Cortex,"GO:0005215, GO:0005488","GO:0043226, GO:0005622, GO:0030054"
P14206,RSSA_MOUSE,40S ribosomal protein SA {ECO:0000255|HAMAP-Rule:MF_03016},Mus musculus (Mouse),"GO:0022610, GO:0032502, GO:0008152, GO:0009987",Cortex,"GO:0005488, GO:0005198","GO:0044297, GO:0030312, GO:0005622, GO:0043226, GO:1990904, GO:0030054, GO:0016020"
Q99KB8,GLO2_MOUSE,"Hydroxyacylglutathione hydrolase, mitochondrial",Mus musculus (Mouse),"GO:0009987, GO:0008152",Cortex,"GO:0003824, GO:0005488","GO:0005622, GO:0031974, GO:0043226"
Q91Z53,GRHPR_MOUSE,Glyoxylate reductase/hydroxypyruvate reductase,Mus musculus (Mouse),"GO:0009987, GO:0032501, GO:0008152",Cortex,"GO:0003824, GO:0005488",
P11983,TCPA_MOUSE,T-complex protein 1 subunit alpha,Mus musculus (Mouse),"GO:0022414, GO:0051179, GO:0009987, GO:0065007, GO:0044419",Cortex,GO:0005488,"GO:0101031, GO:0099080, GO:0000785, GO:0043226, GO:0005622, GO:0005815"
Q9R0P9,FT,Ubiquitin carboxyl-terminal hydrolase isozyme L1,Mus musculus (Mouse),"GO:0051179, GO:0009987, GO:0007610, GO:0065007, GO:0050896, GO:0032501, GO:0008152, GO:0032502",Cortex,"GO:0003824, GO:0005488","GO:0005737, GO:0044297, GO:0042995, GO:0016020"
P14152,MDHC_MOUSE,"Malate dehydrogenase, cytoplasmic",Mus musculus (Mouse),"GO:0009987, GO:0008152",Cortex,"GO:0003824, GO:0005488","GO:0005622, GO:0043226"
Q99J99,FT,3-mercaptopyruvate sulfurtransferase,Mus musculus (Mouse),"GO:0009987, GO:0008152, GO:0032502",Cortex,"GO:0003824, GO:0005488","GO:0042995, GO:0005622, GO:0043226, GO:0030054, GO:0016020"
Q99LF4,RTCB_MOUSE,RNA-splicing ligase RtcB homolog {ECO:0000255|HAMAP-Rule:MF_03144},Mus musculus (Mouse),"GO:0022414, GO:0009987, GO:0032501, GO:0008152, GO:0032502",Cortex,"GO:0003824, GO:0005488","GO:0031975, GO:0005622, GO:0043226, GO:0140535, GO:0016020"
Q9DCS9,NDUBA_MOUSE,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10,Mus musculus (Mouse),GO:0009987,Cortex,,"GO:0005622, GO:0043226, GO:0098798, GO:0098796, GO:1902494, GO:0016020"
Q9WUK2,IF4H_MOUSE,Eukaryotic translation initiation factor 4H,Mus musculus (Mouse),"GO:0022414, GO:0009987, GO:0000003, GO:0051704, GO:0032502, GO:0040007, GO:0008152",Cortex,"GO:0045182, GO:0005488",
Q04447,KCRB_MOUSE,Creatine kinase B-type,Mus musculus (Mouse),"GO:0009987, GO:0032502, GO:0008152, GO:0065007",Cortex,"GO:0003824, GO:0005488","GO:0042995, GO:0005622, GO:0044297, GO:0043226"
Q3UGR5,HDHD2_MOUSE,Haloacid dehalogenase-like hydrolase domain-containing protein 2,Mus musculus (Mouse),"GO:0009987, GO:0008152",Cortex,"GO:0003824, GO:0005488",
Q99LR1,ABD12_MOUSE,Lysophosphatidylserine lipase ABHD12 {ECO:0000305},Mus musculus (Mouse),"GO:0009987, GO:0065007, GO:0007610, GO:0050896, GO:0032501, GO:0008152",Cortex,GO:0003824,"GO:0005737, GO:0043235, GO:0005622, GO:0043226, GO:0031224, GO:0098796, GO:1990351, GO:0016020"
P07724,FT,Albumin,Mus musculus (Mouse),"GO:0050896, GO:0051179, GO:0009987, GO:0065007",Cortex,GO:0005488,"GO:0005622, GO:0030312, GO:0043226"
P05064,ALDOA_MOUSE,Fructose-bisphosphate aldolase A,Mus musculus (Mouse),"GO:0022414, GO:0009987, GO:0065007, GO:0032501, GO:0008152",Cortex,"GO:0003824, GO:0005488","GO:0043226, GO:0005622, GO:0000785, GO:0016020"
Q9CR68,FT,"Cytochrome b-c1 complex subunit Rieske, mitochondrial",Mus musculus (Mouse),"GO:0050896, GO:0009987, GO:0008152",Cortex,"GO:0003824, GO:0005488","GO:0070069, GO:0005622, GO:0043226, GO:0031224, GO:0098798, GO:0098796, GO:1902494, GO:0016020"
Q60930,VDAC2_MOUSE,Voltage-dependent anion-selective channel protein 2,Mus musculus (Mouse),"GO:0022414, GO:0051179, GO:0009987, GO:0065007",Cortex,"GO:0005215, GO:0005488","GO:0005622, GO:0043226, GO:0098796, GO:0009295, GO:0016020"
Q9R1P1,PSB3_MOUSE,Proteasome subunit beta type-3,Mus musculus (Mouse),"GO:0009987, GO:0008152",Cortex,GO:0003824,"GO:0140535, GO:0005622, GO:1902494, GO:0043226"
Q922R8,FT,Protein disulfide-isomerase A6,Mus musculus (Mouse),"GO:0022610, GO:0009987",Cortex,GO:0003824,"GO:0031974, GO:0005622, GO:0043226, GO:0140534, GO:0016020"
P10649,GSTM1_MOUSE,Glutathione S-transferase Mu 1 {ECO:0000305},Mus musculus (Mouse),"GO:0009987, GO:0050896, GO:0008152",Cortex,"GO:0003824, GO:0005488",
Q63810,FT,Calcineurin subunit B type 1,Mus musculus (Mouse),"GO:0051179, GO:0009987, GO:0065007, GO:0032501, GO:0008152, GO:0032502",Cortex,"GO:0003824, GO:0005488","GO:0140535, GO:0030054, GO:1902494, GO:0016020"
Q91XM9,FT,Disks large homolog 2,Mus musculus (Mouse),"GO:0022610, GO:0051179, GO:0009987, GO:0065007, GO:0050896, GO:0032501, GO:0023052",Cortex,"GO:0005488, GO:0005198","GO:0005737, GO:0044297, GO:0042995, GO:0043226, GO:0005622, GO:0031224, GO:0030054, GO:0016020"
Q9D6J6,NDUV2_MOUSE,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",Mus musculus (Mouse),"GO:0009987, GO:0032502, GO:0008152",Cortex,"GO:0003824, GO:0005488","GO:0005622, GO:0043226, GO:0098798, GO:0098796, GO:1902494"
P31938,MP2K1_MOUSE,Dual specificity mitogen-activated protein kinase kinase 1,Mus musculus (Mouse),"GO:0022414, GO:0051179, GO:0009987, GO:0065007, GO:0040011, GO:0050896, GO:0032501, GO:0008152, GO:0032502",Cortex,"GO:0003824, GO:0098772, GO:0060090, GO:0005488","GO:0005737, GO:0042995, GO:0043226, GO:0005622, GO:0030054, GO:0016020"
P08553,NFM_MOUSE,Neurofilament medium polypeptide,Mus musculus (Mouse),"GO:0051179, GO:0009987, GO:0065007",Cortex,GO:0005488,"GO:0099080, GO:0042995, GO:0043226, GO:0005622, GO:0030054"
P19157,GSTP1_MOUSE,Glutathione S-transferase P 1 {ECO:0000305},Mus musculus (Mouse),"GO:0009987, GO:0065007, GO:0050896, GO:0008152, GO:0032502",Cortex,"GO:0016209, GO:0003824, GO:0098772, GO:0005488","GO:0005622, GO:0016020, GO:0043226"
Q62108,FT,Disks large homolog 4,Mus musculus (Mouse),"GO:0022610, GO:0051179, GO:0009987, GO:0065007, GO:0007610, GO:0050896, GO:0032501, GO:0051703, GO:0023052, GO:0032502",Cortex,"GO:0005488, GO:0005198","GO:0005737, GO:0043235, GO:0098794, GO:0042995, GO:0043226, GO:0005622, GO:0031224, GO:0098796, GO:1990351, GO:0019898, GO:0030054, GO:0016020"
P17182,ENOA_MOUSE,Alpha-enolase,Mus musculus (Mouse),"GO:0009987, GO:0065007, GO:0050896, GO:0032501, GO:0008152, GO:0032502",Cortex,"GO:0003824, GO:0140110, GO:0005488","GO:0005737, GO:0030427, GO:0042995, GO:0019898, GO:1902494, GO:0016020"
Q60864,STIP1_MOUSE,Stress-induced-phosphoprotein 1,Mus musculus (Mouse),"GO:0050896, GO:0009987",Cortex,GO:0005488,"GO:0005622, GO:0043226"
Q99KI0,ACON_MOUSE,"Aconitate hydratase, mitochondrial",Mus musculus (Mouse),"GO:0009987, GO:0032502, GO:0050896, GO:0008152",Cortex,"GO:0003824, GO:0005488","GO:0005622, GO:0043226"
Q9CWF2,TBB2B_MOUSE,Tubulin beta-2B chain,Mus musculus (Mouse),"GO:0040011, GO:0009987, GO:0065007",Cortex,"GO:0003824, GO:0005488, GO:0005198","GO:0005622, GO:0030054, GO:0099080, GO:0043226"
P61982,1433G_MOUSE,14-3-3 protein gamma,Mus musculus (Mouse),"GO:0050896, GO:0051179, GO:0009987, GO:0065007",Cortex,GO:0005488,"GO:0043226, GO:0030054"
O70251,EF1B_MOUSE,Elongation factor 1-beta,Mus musculus (Mouse),"GO:0050896, GO:0009987, GO:0008152",Cortex,"GO:0098772, GO:0045182, GO:0005488","GO:0005622, GO:0043226"
P80317,TCPZ_MOUSE,T-complex protein 1 subunit zeta,Mus musculus (Mouse),"GO:0022414, GO:0051179, GO:0009987, GO:0065007",Cortex,GO:0005488,"GO:0043226, GO:0099080, GO:0101031"
Q91VM9,IPYR2_MOUSE,"Inorganic pyrophosphatase 2, mitochondrial",Mus musculus (Mouse),"GO:0009987, GO:0008152, GO:0065007",Cortex,"GO:0003824, GO:0005488","GO:0005622, GO:0043226"
P27773,FT,Protein disulfide-isomerase A3,Mus musculus (Mouse),"GO:0050896, GO:0009987, GO:0065007",Cortex,"GO:0003824, GO:0005488","GO:0031974, GO:0005622, GO:0043226, GO:0098796, GO:0140534, GO:0016020"
O55131,SEPT7_MOUSE,Septin-7,Mus musculus (Mouse),"GO:0022414, GO:0051179, GO:0009987, GO:0065007, GO:0040007, GO:0032502",Cortex,"GO:0003824, GO:0005488","GO:0005737, GO:0032432, GO:0099080, GO:0098793, GO:0042995, GO:0005622, GO:0043226, GO:0042641, GO:0044306, GO:0030054, GO:0016020"
P20029,BIP_MOUSE,Endoplasmic reticulum chaperone BiP {ECO:0000305},Mus musculus (Mouse),"GO:0022414, GO:0051179, GO:0048511, GO:0009987, GO:0065007, GO:0050896, GO:0032502, GO:0008152",Cortex,"GO:0003824, GO:0005488","GO:0031974, GO:0005622, GO:0043226, GO:0031224, GO:0140513, GO:0140534, GO:0016020"
Q99KX1,MLF2_MOUSE,Myeloid leukemia factor 2,Mus musculus (Mouse),GO:0065007,Cortex,,"GO:0005622, GO:0043226"
Q3THK7,GUAA_MOUSE,GMP synthase [glutamine-hydrolyzing],Mus musculus (Mouse),"GO:0009987, GO:0008152",Cortex,"GO:0003824, GO:0005488",
Q9Z0P5,TWF2_MOUSE,Twinfilin-2,Mus musculus (Mouse),"GO:0050896, GO:0051179, GO:0009987, GO:0065007",Cortex,GO:0005488,"GO:0099080, GO:0030427, GO:0042995, GO:0005622, GO:0043226"
Q62426,CYTB_MOUSE,Cystatin-B,Mus musculus (Mouse),"GO:0032501, GO:0065007, GO:0007610",Cortex,"GO:0098772, GO:0005488","GO:0005622, GO:0030312, GO:0043226"
P29758,OAT_MOUSE,"Ornithine aminotransferase, mitochondrial",Mus musculus (Mouse),"GO:0009987, GO:0008152",Cortex,"GO:0003824, GO:0005488","GO:0005622, GO:0031974, GO:0043226"
Q9Z1S5,SEPT3_MOUSE,Neuronal-specific septin-3,Mus musculus (Mouse),"GO:0051179, GO:0009987",Cortex,"GO:0003824, GO:0005488","GO:0042995, GO:0005622, GO:0043226, GO:0016020"
P63268,ACTH_MOUSE,"Actin, gamma-enteric smooth muscle",Mus musculus (Mouse),"GO:0032501, GO:0065007",Cortex,GO:0005488,"GO:0099080, GO:0042995, GO:0005622, GO:0043226, GO:0005875"
Q3UB69,ATPB_MOUSE,"ATP synthase subunit beta, mitochondrial {ECO:0000305}",Mus musculus (Mouse),"GO:0051179, GO:0009987, GO:0065007, GO:0050896, GO:0032502, GO:0008152",Cortex,"GO:0005215, GO:0003824, GO:0038024, GO:0005488","GO:0005622, GO:0043226, GO:0098798, GO:0098796, GO:0140534, GO:0009295, GO:0016020"
Q8BH95,ECHM_MOUSE,"Enoyl-CoA hydratase, mitochondrial {ECO:0000305}",Mus musculus (Mouse),"GO:0009987, GO:0008152",Cortex,GO:0003824,"GO:0005622, GO:0031974, GO:0043226"
P47757,CAPZB_MOUSE,F-actin-capping protein subunit beta,Mus musculus (Mouse),"GO:0032502, GO:0009987, GO:0065007",Cortex,GO:0005488,"GO:0044297, GO:0098794, GO:0042995, GO:0005622, GO:0043226, GO:0098862, GO:0030054"
P46471,PRS7_MOUSE,26S proteasome regulatory subunit 7,Mus musculus (Mouse),"GO:0009987, GO:0008152, GO:0065007",Cortex,"GO:0003824, GO:0005488","GO:0099080, GO:0098794, GO:0042995, GO:0005622, GO:0043226, GO:1902494, GO:0140535"
P47738,ALDH2_MOUSE,"Aldehyde dehydrogenase, mitochondrial",Mus musculus (Mouse),"GO:0009987, GO:0065007, GO:0007610, GO:0050896, GO:0032501, GO:0008152, GO:0098754",Cortex,"GO:0003824, GO:0005488","GO:0005622, GO:0031974, GO:0043226"
O89053,COR1A_MOUSE,Coronin-1A,Mus musculus (Mouse),"GO:0022610, GO:0002376, GO:0051179, GO:0009987, GO:0065007, GO:0040011, GO:0050896",Cortex,GO:0005488,"GO:0099080, GO:0042995, GO:0043226, GO:0005622, GO:0030054, GO:0016020"
P47754,CAZA2_MOUSE,F-actin-capping protein subunit alpha-2,Mus musculus (Mouse),"GO:0009987, GO:0065007",Cortex,GO:0005488,"GO:0005622, GO:0098862, GO:0043226"
O35215,DOPD_MOUSE,D-dopachrome decarboxylase,Mus musculus (Mouse),"GO:0009987, GO:0008152, GO:0065007",Cortex,"GO:0003824, GO:0005488",
P00920,CAH2_MOUSE,Carbonic anhydrase 2,Mus musculus (Mouse),"GO:0051179, GO:0009987, GO:0065007, GO:0050896, GO:0008152, GO:0032502",Cortex,"GO:0003824, GO:0005488","GO:0042995, GO:0016020"
Q9JII6,AK1A1_MOUSE,Aldo-keto reductase family 1 member A1,Mus musculus (Mouse),"GO:0009987, GO:0008152, GO:0098754",Cortex,GO:0003824,GO:0016020
P80314,TCPB_MOUSE,T-complex protein 1 subunit beta,Mus musculus (Mouse),"GO:0022414, GO:0051179, GO:0009987, GO:0065007",Cortex,GO:0005488,"GO:0101031, GO:0099080"
P11404,FABPH_MOUSE,"Fatty acid-binding protein, heart",Mus musculus (Mouse),"GO:0051179, GO:0009987, GO:0065007, GO:0050896, GO:0008152",Cortex,"GO:0005215, GO:0005488",GO:0005737
O88844,IDHC_MOUSE,Isocitrate dehydrogenase [NADP] cytoplasmic,Mus musculus (Mouse),"GO:0022414, GO:0009987, GO:0065007, GO:0050896, GO:0008152, GO:0032502",Cortex,"GO:0003824, GO:0005488","GO:0005622, GO:0043226"
P58252,EF2_MOUSE,Elongation factor 2,Mus musculus (Mouse),"GO:0009987, GO:0065007, GO:0050896, GO:0032501, GO:0008152, GO:0032502",Cortex,"GO:0003824, GO:0045182, GO:0005488","GO:0005622, GO:0043226, GO:1990904, GO:0016020"
Q64727,VINC_MOUSE,Vinculin,Mus musculus (Mouse),"GO:0022610, GO:0051179, GO:0009987, GO:0065007, GO:0040007, GO:0032502",Cortex,GO:0005488,"GO:0005622, GO:0043226, GO:0098862, GO:0030054, GO:0016020"
Q61792,LASP1_MOUSE,LIM and SH3 domain protein 1,Mus musculus (Mouse),GO:0051179,Cortex,"GO:0005215, GO:0005488","GO:0005622, GO:0030054, GO:0043226"
Q9R1P4,PSA1_MOUSE,Proteasome subunit alpha type-1,Mus musculus (Mouse),"GO:0009987, GO:0008152, GO:0065007",Cortex,"GO:0003824, GO:0005488","GO:0005622, GO:0043226, GO:1902494, GO:0140535, GO:0005815"
O08599,STXB1_MOUSE,Syntaxin-binding protein 1,Mus musculus (Mouse),"GO:0022610, GO:0022414, GO:0051179, GO:0009987, GO:0065007, GO:0050896, GO:0023052, GO:0032502",Cortex,GO:0005488,"GO:0042995, GO:0005622, GO:0043226, GO:0019898, GO:0030054, GO:0016020"
Q9D8Y0,EFHD2_MOUSE,EF-hand domain-containing protein D2,Mus musculus (Mouse),,Cortex,GO:0005488,GO:0016020
Q8BL86,MBLC2_MOUSE,Metallo-beta-lactamase domain-containing protein 2,Mus musculus (Mouse),,Cortex,"GO:0003824, GO:0005488",
P54227,STMN1_MOUSE,Stathmin,Mus musculus (Mouse),"GO:0009987, GO:0065007, GO:0050896, GO:0032501, GO:0044419, GO:0032502",Cortex,GO:0005488,"GO:0042995, GO:0099080"
P70296,PEBP1_MOUSE,Phosphatidylethanolamine-binding protein 1,Mus musculus (Mouse),"GO:0022414, GO:0009987, GO:0065007, GO:0007610, GO:0050896, GO:0032502",Cortex,"GO:0098772, GO:0005488","GO:0044297, GO:0098793, GO:0042995, GO:0005622, GO:0043226, GO:0044306, GO:0016020"
P61922,FT,"4-aminobutyrate aminotransferase, mitochondrial",Mus musculus (Mouse),"GO:0022414, GO:0009987, GO:0065007, GO:0007610, GO:0050896, GO:0032501, GO:0032502, GO:0051704, GO:0008152",Cortex,"GO:0003824, GO:0005488","GO:0031974, GO:0042995, GO:0005622, GO:0043226, GO:1902494, GO:0140535"
P45376,ALDR_MOUSE,Aldo-keto reductase family 1 member B1,Mus musculus (Mouse),"GO:0022414, GO:0009987, GO:0065007, GO:0050896, GO:0032501, GO:0032502, GO:0008152",Cortex,GO:0003824,"GO:0005737, GO:0042995, GO:0005622, GO:0043226, GO:0030054"
Q9DBS2,TPRGL_MOUSE,Tumor protein p63-regulated gene 1-like protein {ECO:0000305},Mus musculus (Mouse),GO:0065007,Cortex,GO:0005488,"GO:0043226, GO:0098793, GO:0044306, GO:0016020"
Q9D0M3,CY1_MOUSE,"Cytochrome c1, heme protein, mitochondrial",Mus musculus (Mouse),"GO:0009987, GO:0050896, GO:0051179, GO:0008152",Cortex,"GO:0003824, GO:0005488","GO:0070069, GO:0005622, GO:0043226, GO:0031224, GO:0098798, GO:0098796, GO:1902494, GO:0016020"
O08709,PRDX6_MOUSE,Peroxiredoxin-6,Mus musculus (Mouse),"GO:0009987, GO:0065007, GO:0050896, GO:0008152, GO:0098754",Cortex,"GO:0016209, GO:0003824, GO:0005488","GO:0005622, GO:0043226"
P38647,GRP75_MOUSE,"Stress-70 protein, mitochondrial",Mus musculus (Mouse),"GO:0051179, GO:0009987, GO:0065007, GO:0050896, GO:0032502, GO:0008152",Cortex,"GO:0003824, GO:0005488","GO:0005622, GO:0009295, GO:0031974, GO:0043226"
P70333,HNRH2_MOUSE,Heterogeneous nuclear ribonucleoprotein H2,Mus musculus (Mouse),GO:0065007,Cortex,GO:0005488,GO:0043226
Q9D6R2,IDH3A_MOUSE,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial",Mus musculus (Mouse),"GO:0009987, GO:0008152",Cortex,"GO:0003824, GO:0005488","GO:0005622, GO:0043226"
P02088,HBB1_MOUSE,Hemoglobin subunit beta-1,Mus musculus (Mouse),"GO:0051179, GO:0009987, GO:0065007, GO:0032502, GO:0008152, GO:0098754",Cortex,"GO:0140104, GO:0005488",
Q8BGH2,SAM50_MOUSE,Sorting and assembly machinery component 50 homolog,Mus musculus (Mouse),"GO:0051179, GO:0009987",Cortex,,"GO:0005622, GO:0043226, GO:0031224, GO:0098798, GO:0098796, GO:0016020"
Q62420,SH3G2_MOUSE,Endophilin-A1 {ECO:0000303|PubMed:21849472},Mus musculus (Mouse),"GO:0051179, GO:0009987, GO:0065007, GO:0050896, GO:0032501, GO:0040007, GO:0032502",Cortex,GO:0005488,"GO:0044297, GO:0042995, GO:0043226, GO:0030054, GO:0005829, GO:0016020"
Q8CC35,SYNPO_MOUSE,Synaptopodin,Mus musculus (Mouse),"GO:0009987, GO:0065007, GO:0007610, GO:0050896, GO:0032501",Cortex,GO:0005488,"GO:0032432, GO:0098794, GO:0042995, GO:0043226, GO:0005622, GO:0042641, GO:0030054"
Q91XH2,SEPT6_MOUSE,Septin-6,Mus musculus (Mouse),"GO:0032502, GO:0022414, GO:0051179, GO:0009987",Cortex,"GO:0003824, GO:0005488","GO:0098793, GO:0099080, GO:0005622, GO:0043226, GO:0044306, GO:0016020"
Q9WU78,PDC6I_MOUSE,Programmed cell death 6-interacting protein,Mus musculus (Mouse),"GO:0051179, GO:0009987, GO:0065007, GO:0044419, GO:0008152",Cortex,GO:0005488,"GO:0043226, GO:0030054, GO:0005622"
P26638,SYSC_MOUSE,"Serine--tRNA ligase, cytoplasmic",Mus musculus (Mouse),"GO:0009987, GO:0008152, GO:0065007",Cortex,"GO:0003824, GO:0005488","GO:0005622, GO:0043226"
Q61171,FT,Peroxiredoxin-2,Mus musculus (Mouse),"GO:0002376, GO:0009987, GO:0065007, GO:0050896, GO:0032501, GO:0032502, GO:0008152, GO:0098754",Cortex,"GO:0003824, GO:0005488, GO:0016209","GO:0005622, GO:0043226"
P50396,GDIA_MOUSE,Rab GDP dissociation inhibitor alpha,Mus musculus (Mouse),"GO:0050896, GO:0051179, GO:0009987, GO:0065007",Cortex,"GO:0098772, GO:0005488","GO:0042995, GO:0005622, GO:0044297, GO:0043226"
P32921,SYWC_MOUSE,"Tryptophan--tRNA ligase, cytoplasmic",Mus musculus (Mouse),"GO:0009987, GO:0008152, GO:0032502, GO:0065007",Cortex,"GO:0003824, GO:0098772, GO:0005488","GO:0005622, GO:0043226"
Q9JJV2,PROF2_MOUSE,Profilin-2,Mus musculus (Mouse),"GO:0009987, GO:0065007",Cortex,"GO:0003824, GO:0005488","GO:0005622, GO:0030054, GO:0098793, GO:0043226"
Q60932,VDAC1_MOUSE,Voltage-dependent anion-selective channel protein 1,Mus musculus (Mouse),"GO:0051179, GO:0009987, GO:0065007, GO:0007610, GO:0050896, GO:0032501, GO:0023052, GO:0032502",Cortex,"GO:0005215, GO:0005488","GO:0005622, GO:0043226, GO:0098798, GO:0098796, GO:0009295, GO:0016020"
Q99LC3,NDUAA_MOUSE,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",Mus musculus (Mouse),"GO:0009987, GO:0008152",Cortex,GO:0003824,"GO:0031974, GO:0005622, GO:0043226, GO:0098798, GO:0098796, GO:1902494"
P05201,AATC_MOUSE,"Aspartate aminotransferase, cytoplasmic",Mus musculus (Mouse),"GO:0009987, GO:0065007, GO:0050896, GO:0008152, GO:0032502",Cortex,"GO:0003824, GO:0005488","GO:0005622, GO:0098793, GO:0044306, GO:0043226"
O09061,PSB1_MOUSE,Proteasome subunit beta type-1,Mus musculus (Mouse),"GO:0009987, GO:0008152",Cortex,GO:0003824,"GO:0140535, GO:0005622, GO:1902494, GO:0043226"
