Uniprot Entry,Accession Name,Protein Name,Organism,Brain Parts,Biological Process,Molecular Function,Cellular Component
O55236,MCE1_MOUSE,mRNA-capping enzyme (HCE) (MCE1) [Includes: Polynucleotide 5'-triphosphatase (TPase) (mRNA 5'-triphosphatase) (EC 3.1.3.33) mRNA guanylyltransferase (EC 2.7.7.50) (GTP--RNA guanylyltransferase) (GTase)],Mus musculus (Mouse),['Hippocampus'],[],[],[]
Q9ET77,JPH3_MOUSE,Junctophilin-3 (JP-3) (Junctophilin type 3),Mus musculus (Mouse),['Hippocampus'],[],[],[]
Q09143,SL7A1_MOUSE,High affinity cationic amino acid transporter 1 (CAT-1) (CAT1) (Ecotropic retroviral leukemia receptor) (Ecotropic retrovirus receptor) (ERR) (Solute carrier family 7 member 1) (System Y+ basic amino acid transporter),Mus musculus (Mouse),['Hippocampus'],[],[],[]
Q6PDC8,MFD4A_MOUSE,Major facilitator superfamily domain-containing protein 4A (Major facilitator superfamily domain-containing protein 4),Mus musculus (Mouse),['Hippocampus'],[],[],[]
Q7TMB8,CYFP1_MOUSE,Cytoplasmic FMR1-interacting protein 1 (Specifically Rac1-associated protein 1) (Sra-1),Mus musculus (Mouse),"['Hippocampus', 'Cerebellum', 'Medulla']",[],[],[]
Q9CXV9,DCNL5_MOUSE,DCN1-like protein 5 (DCNL5) (DCUN1 domain-containing protein 5) (Defective in cullin neddylation protein 1-like protein 5) (Squamous cell carcinoma-related oncogene 5),Mus musculus (Mouse),['Hippocampus'],[],[],[]
Q8BTY2,S4A7_MOUSE,Sodium bicarbonate cotransporter 3 (Solute carrier family 4 member 7),Mus musculus (Mouse),"['Hippocampus', 'Medulla']",[],[],[]
Q80TA6,MTMRC_MOUSE,Myotubularin-related protein 12 (Inactive phosphatidylinositol 3-phosphatase 12),Mus musculus (Mouse),"['Hippocampus', 'Cerebellum']",[],[],[]
Q6A009,LTN1_MOUSE,E3 ubiquitin-protein ligase listerin (EC 2.3.2.27) (RING finger protein 160) (RING-type E3 ubiquitin transferase listerin) (Zinc finger protein 294) (Zfp-294),Mus musculus (Mouse),"['Hippocampus', 'Cerebellum']",[],[],[]
P48437,PROX1_MOUSE,Prospero homeobox protein 1 (Homeobox prospero-like protein PROX1) (PROX-1),Mus musculus (Mouse),['Hippocampus'],[],[],[]
P97863,NFIB_MOUSE,Nuclear factor 1 B-type (NF1-B) (Nuclear factor 1/B) (CCAAT-box-binding transcription factor) (CTF) (Nuclear factor I/B) (NF-I/B) (NFI-B) (TGGCA-binding protein),Mus musculus (Mouse),"['Hippocampus', 'Medulla']",[],[],[]
P20352,TF_MOUSE,Tissue factor (TF) (Coagulation factor III) (CD antigen CD142),Mus musculus (Mouse),['Hippocampus'],[],[],[]
Q6X893,CTL1_MOUSE,Choline transporter-like protein 1 (Solute carrier family 44 member 1) (CD antigen CD92),Mus musculus (Mouse),['Hippocampus'],[],[],[]
P26048,GBRA2_MOUSE,Gamma-aminobutyric acid receptor subunit alpha-2 (GABA(A) receptor subunit alpha-2),Mus musculus (Mouse),"['Hippocampus', 'Cerebellum', 'Medulla']",[],[],[]
Q3LAC4,PREX2_MOUSE,"Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 2 protein (P-Rex2) (PtdIns(3,4,5)-dependent Rac exchanger 2) (DEP domain-containing protein 2)",Mus musculus (Mouse),"['Hippocampus', 'Medulla']",[],[],[]
Q5RKR3,ISLR2_MOUSE,Immunoglobulin superfamily containing leucine-rich repeat protein 2 (Leucine-rich repeat domain and immunoglobulin domain-containing axon extension protein),Mus musculus (Mouse),"['Hippocampus', 'Cerebellum']",[],[],[]
Q80Y24,PRIC2_MOUSE,Prickle-like protein 2,Mus musculus (Mouse),"['Hippocampus', 'Medulla']",[],[],[]
Q8R0Y8,S2542_MOUSE,Mitochondrial coenzyme A transporter SLC25A42 (Solute carrier family 25 member 42),Mus musculus (Mouse),"['Hippocampus', 'Cerebellum', 'Medulla']",[],[],[]
Q8BHY2,NOC4L_MOUSE,Nucleolar complex protein 4 homolog (NOC4 protein homolog) (NOC4-like protein) (Nucleolar complex-associated protein 4-like protein),Mus musculus (Mouse),['Hippocampus'],[],[],[]
O54929,WSB2_MOUSE,WD repeat and SOCS box-containing protein 2 (WSB-2) (SOCS box-containing WD protein SWiP-2),Mus musculus (Mouse),['Hippocampus'],[],[],[]
Q68EF8,RPGFL_MOUSE,Rap guanine nucleotide exchange factor-like 1,Mus musculus (Mouse),['Hippocampus'],[],[],[]
Q60991,CP7B1_MOUSE,Cytochrome P450 7B1 (24-hydroxycholesterol 7-alpha-hydroxylase) (EC 1.14.14.26) (25/26-hydroxycholesterol 7-alpha-hydroxylase) (EC 1.14.14.29) (3-hydroxysteroid 7-alpha hydroxylase) (Hippocampal transcript 1 protein) (HCT-1) (Oxysterol 7-alpha-hydroxylase),Mus musculus (Mouse),['Hippocampus'],[],[],[]
Q66T02,PKHG5_MOUSE,Pleckstrin homology domain-containing family G member 5 (PH domain-containing family G member 5) (Synectin-binding RhoA exchange factor) (SYX),Mus musculus (Mouse),['Hippocampus'],[],[],[]
Q6PNC0,DMXL1_MOUSE,DmX-like protein 1 (X-like 1 protein),Mus musculus (Mouse),"['Hippocampus', 'Medulla']",[],[],[]
Q8CIP5,DISP2_MOUSE,Protein dispatched homolog 2,Mus musculus (Mouse),['Hippocampus'],[],[],[]
Q8R191,SNG3_MOUSE,Synaptogyrin-3,Mus musculus (Mouse),['Hippocampus'],[],[],[]
Q3TDQ1,STT3B_MOUSE,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B (Oligosaccharyl transferase subunit STT3B) (STT3-B) (EC 2.4.99.18) (B6dom1 antigen) (Source of immunodominant MHC-associated peptides),Mus musculus (Mouse),"['Hippocampus', 'Cerebellum', 'Medulla']",[],[],[]
P42925,PXMP2_MOUSE,Peroxisomal membrane protein 2 (22 kDa peroxisomal membrane protein),Mus musculus (Mouse),['Hippocampus'],[],[],[]
Q99J56,DERL1_MOUSE,Derlin-1 (Degradation in endoplasmic reticulum protein 1) (Der1-like protein 1),Mus musculus (Mouse),['Hippocampus'],[],[],[]
Q80ZJ6,ZER1_MOUSE,Protein zer-1 homolog (Zyg-11 homolog B-like protein),Mus musculus (Mouse),"['Hippocampus', 'Cerebellum']",[],[],[]
P97291,CADH8_MOUSE,Cadherin-8,Mus musculus (Mouse),['Hippocampus'],[],[],[]
Q8K358,PIGU_MOUSE,Phosphatidylinositol glycan anchor biosynthesis class U protein (Cell division cycle protein 91-like 1) (Protein CDC91-like 1) (GPI transamidase component PIG-U),Mus musculus (Mouse),['Hippocampus'],[],[],[]
Q8BG67,EFR3A_MOUSE,Protein EFR3 homolog A (Protein EFR3-like),Mus musculus (Mouse),"['Hippocampus', 'Medulla']",[],[],[]
Q8VHK9,DHX36_MOUSE,ATP-dependent DNA/RNA helicase DHX36 (EC 3.6.4.13) (DEAD/H box polypeptide 36) (DEAH box protein 36) (MLE-like protein 1) (RNA helicase associated with AU-rich element ARE),Mus musculus (Mouse),"['Hippocampus', 'Medulla']",[],[],[]
E9Q8I9,FRY_MOUSE,Protein furry homolog,Mus musculus (Mouse),"['Hippocampus', 'Cerebellum', 'Medulla']",[],[],[]
O35682,MYADM_MOUSE,Myeloid-associated differentiation marker (Myeloid up-regulated protein),Mus musculus (Mouse),"['Hippocampus', 'Medulla']",[],[],[]
Q99JG2,G37L1_MOUSE,G-protein coupled receptor 37-like 1 (Endothelin B receptor-like protein 2) (ETBR-LP-2),Mus musculus (Mouse),"['Hippocampus', 'Medulla']",[],[],[]
Q8VHL0,UT1_MOUSE,"Urea transporter 1 (Solute carrier family 14 member 1) (Urea transporter B) (UT-B) (Urea transporter, erythrocyte)",Mus musculus (Mouse),['Hippocampus'],[],[],[]
Q8BX70,VP13C_MOUSE,Vacuolar protein sorting-associated protein 13C,Mus musculus (Mouse),"['Hippocampus', 'Cerebellum', 'Medulla']",[],[],[]
Q9D114,MESH1_MOUSE,"Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1 (EC 3.1.7.2) (HD domain-containing protein 3) (Metazoan SpoT homolog 1) (MESH1) (Penta-phosphate guanosine-3'-pyrophosphohydrolase) ((ppGpp)ase)",Mus musculus (Mouse),['Hippocampus'],[],[],[]
Q99K30,ES8L2_MOUSE,Epidermal growth factor receptor kinase substrate 8-like protein 2 (EPS8-like protein 2) (Epidermal growth factor receptor pathway substrate 8-related protein 2) (EPS8-related protein 2),Mus musculus (Mouse),"['Hippocampus', 'Cerebellum']",[],[],[]
Q08331,CALB2_MOUSE,Calretinin (CR),Mus musculus (Mouse),"['Hippocampus', 'Cerebellum']",[],[],[]
Q8VCG3,WDR74_MOUSE,WD repeat-containing protein 74,Mus musculus (Mouse),['Hippocampus'],[],[],[]
Q8JZX4,SPF45_MOUSE,Splicing factor 45 (45 kDa-splicing factor) (RNA-binding motif protein 17),Mus musculus (Mouse),['Hippocampus'],[],[],[]
Q8K2G4,BBS7_MOUSE,Bardet-Biedl syndrome 7 protein homolog (BBS2-like protein 1),Mus musculus (Mouse),['Hippocampus'],[],[],[]
P27661,H2AX_MOUSE,Histone H2AX (H2a/x) (Histone H2A.X),Mus musculus (Mouse),"['Hippocampus', 'Cerebellum']",[],[],[]
Q61581,IBP7_MOUSE,Insulin-like growth factor-binding protein 7 (IBP-7) (IGF-binding protein 7) (IGFBP-7) (MAC25 protein),Mus musculus (Mouse),"['Hippocampus', 'Cerebellum']",[],[],[]
Q80YR5,SAFB2_MOUSE,Scaffold attachment factor B2 (SAF-B2),Mus musculus (Mouse),"['Hippocampus', 'Cerebellum']",[],[],[]
Q9JMD3,STA10_MOUSE,START domain-containing protein 10 (StARD10) (PCTP-like protein) (PCTP-L) (Serologically defined colon cancer antigen 28 homolog) (StAR-related lipid transfer protein 10),Mus musculus (Mouse),['Hippocampus'],[],[],[]
Q920A5,RISC_MOUSE,Retinoid-inducible serine carboxypeptidase (EC 3.4.16.-) (Serine carboxypeptidase 1),Mus musculus (Mouse),['Hippocampus'],[],[],[]
Q7TNG8,LDHD_MOUSE,"Probable D-lactate dehydrogenase, mitochondrial (DLD) (Lactate dehydrogenase D) (EC 1.1.2.4)",Mus musculus (Mouse),"['Hippocampus', 'Cerebellum']",[],[],[]
Q91WM3,U3IP2_MOUSE,U3 small nucleolar RNA-interacting protein 2 (RRP9 homolog) (U3 small nucleolar ribonucleoprotein-associated 55 kDa protein) (U3 snoRNP-associated 55 kDa protein) (U3-55K),Mus musculus (Mouse),['Hippocampus'],[],[],[]
B2RPU2,PLHD1_MOUSE,Pleckstrin homology domain-containing family D member 1 (PH domain-containing family D member 1),Mus musculus (Mouse),"['Hippocampus', 'Cerebellum']",[],[],[]
Q9R171,CBLN1_MOUSE,Cerebellin-1 (Brain protein D3) (Precerebellin) [Cleaved into: Cerebellin (CER) [des-Ser1]-cerebellin (des-Ser1-cerebellin)],Mus musculus (Mouse),['Hippocampus'],[],[],[]
Q99LB7,SARDH_MOUSE,"Sarcosine dehydrogenase, mitochondrial (SarDH) (EC 1.5.8.3)",Mus musculus (Mouse),"['Hippocampus', 'Medulla']",[],[],[]
Q9R020,ZRAB2_MOUSE,"Zinc finger Ran-binding domain-containing protein 2 (Zinc finger protein 265) (Zinc finger, splicing)",Mus musculus (Mouse),"['Hippocampus', 'Thalamus', 'Cerebellum']",[],[],[]
Q6P9J5,KANK4_MOUSE,KN motif and ankyrin repeat domain-containing protein 4 (Ankyrin repeat domain-containing protein 38),Mus musculus (Mouse),"['Hippocampus', 'Cerebellum', 'Medulla']",[],[],[]
Q80XD1,CHIO_MOUSE,Beta-chimaerin (Beta-chimerin) (Rho GTPase-activating protein 3),Mus musculus (Mouse),"['Hippocampus', 'Cerebellum']",[],[],[]
B1AUH1,PTPRU_MOUSE,Receptor-type tyrosine-protein phosphatase U (R-PTP-U) (EC 3.1.3.48) (Ftp-1) (Pancreatic carcinoma phosphatase 2) (PCP-2) (Protein-tyrosine phosphatase-lamda) (PTP-lambda) (PTPlambda) (Receptor-type protein-tyrosine phosphatase psi) (R-PTP-psi),Mus musculus (Mouse),['Cerebellum'],[],[],[]
P12660,PCP2_MOUSE,Purkinje cell protein 2 (Protein PCD-5) (Purkinje cell-specific protein L7),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9R1S3,PIGN_MOUSE,GPI ethanolamine phosphate transferase 1 (EC 2.-.-.-) (Phosphatidylinositol-glycan biosynthesis class N protein) (PIG-N),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9Z2E4,PPR17_MOUSE,Protein phosphatase 1 regulatory subunit 17 (G substrate),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q3TYU2,AT135_MOUSE,Probable cation-transporting ATPase 13A5 (EC 7.2.2.-) (P5-ATPase isoform 5),Mus musculus (Mouse),['Cerebellum'],[],[],[]
P18894,OXDA_MOUSE,D-amino-acid oxidase (DAAO) (DAMOX) (DAO) (EC 1.4.3.3),Mus musculus (Mouse),"['Cerebellum', 'Medulla']",[],[],[]
Q8R081,HNRPL_MOUSE,Heterogeneous nuclear ribonucleoprotein L (hnRNP L),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q0QWG9,GRD2I_MOUSE,"Delphilin (Glutamate receptor, ionotropic, delta 2-interacting protein 1)",Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q04758,IPKB_MOUSE,"cAMP-dependent protein kinase inhibitor beta (PKI-beta) (cAMP-dependent protein kinase inhibitor, testis isoform)",Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9JLQ2,GIT2_MOUSE,ARF GTPase-activating protein GIT2 (ARF GAP GIT2) (Cool-interacting tyrosine-phosphorylated protein 2) (CAT-2) (CAT2) (G protein-coupled receptor kinase-interactor 2) (GRK-interacting protein 2),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q8BTG7,NDRG4_MOUSE,Protein NDRG4 (N-myc downstream-regulated gene 4 protein) (Protein Ndr4),Mus musculus (Mouse),"['Cerebellum', 'Medulla']",[],[],[]
O35544,EAA4_MOUSE,Excitatory amino acid transporter 4 (High-affinity neuronal glutamate transporter) (Sodium-dependent glutamate/aspartate transporter) (Solute carrier family 1 member 6),Mus musculus (Mouse),"['Thalamus', 'Cerebellum']",[],[],[]
Q9ERQ8,CAH7_MOUSE,Carbonic anhydrase 7 (EC 4.2.1.1) (Carbonate dehydratase VII) (Carbonic anhydrase VII) (CA-VII),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9EQU5,SET_MOUSE,Protein SET (Phosphatase 2A inhibitor I2PP2A) (I-2PP2A) (Template-activating factor I) (TAF-I),Mus musculus (Mouse),"['Cerebellum', 'Medulla']",[],[],[]
Q0VEJ0,CEP76_MOUSE,Centrosomal protein of 76 kDa (Cep76),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q922H9,ZN330_MOUSE,Zinc finger protein 330 (Nucleolar autoantigen 36) (Nucleolar cysteine-rich protein),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q8CG80,SHF_MOUSE,SH2 domain-containing adapter protein F,Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q91YL2,RN126_MOUSE,E3 ubiquitin-protein ligase RNF126 (EC 2.3.2.27) (RING finger protein 126),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9DBR0,AKAP8_MOUSE,A-kinase anchor protein 8 (AKAP-8) (A-kinase anchor protein 95 kDa) (AKAP 95),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9D2C7,BI1_MOUSE,Bax inhibitor 1 (BI-1) (Testis-enhanced gene transcript protein) (Transmembrane BAX inhibitor motif-containing protein 6),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9QXS6,DREB_MOUSE,Drebrin (Developmentally-regulated brain protein),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q8C1M2,ZN428_MOUSE,Zinc finger protein 428,Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q8K4G5,ABLM1_MOUSE,Actin-binding LIM protein 1 (abLIM-1) (Actin-binding LIM protein family member 1),Mus musculus (Mouse),['Cerebellum'],[],[],[]
P50543,S10AB_MOUSE,Protein S100-A11 (Calgizzarin) (Endothelial monocyte-activating polypeptide) (EMAP) (Protein S100-C) (S100 calcium-binding protein A11),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q64518,AT2A3_MOUSE,Sarcoplasmic/endoplasmic reticulum calcium ATPase 3 (SERCA3) (SR Ca(2+)-ATPase 3) (EC 7.2.2.10) (Calcium pump 3),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9CQQ8,LSM7_MOUSE,U6 snRNA-associated Sm-like protein LSm7,Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9ET26,RN114_MOUSE,E3 ubiquitin-protein ligase RNF114 (EC 2.3.2.27) (RING finger protein 114) (RING-type E3 ubiquitin transferase RNF114) (Zinc finger protein 228) (Zinc finger protein 313),Mus musculus (Mouse),['Cerebellum'],[],[],[]
P46684,ZIC1_MOUSE,Zinc finger protein ZIC 1 (Zinc finger protein of the cerebellum 1),Mus musculus (Mouse),"['Cerebellum', 'Medulla']",[],[],[]
Q8R4S0,PP14C_MOUSE,Protein phosphatase 1 regulatory subunit 14C (Kinase-enhanced PP1 inhibitor) (PKC-potentiated PP1 inhibitory protein),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q8BH27,MEGF9_MOUSE,Multiple epidermal growth factor-like domains protein 9 (Multiple EGF-like domains protein 9) (Epidermal growth factor-like protein 5) (EGF-like protein 5),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9QYF9,NDRG3_MOUSE,Protein NDRG3 (N-myc downstream-regulated gene 3 protein) (Protein Ndr3),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q8K5B2,MCFD2_MOUSE,Multiple coagulation factor deficiency protein 2 homolog (Neural stem cell-derived neuronal survival protein),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q63ZW7,INADL_MOUSE,InaD-like protein (Inadl protein) (Channel-interacting PDZ domain-containing protein) (Pals1-associated tight junction protein) (Protein associated to tight junctions),Mus musculus (Mouse),"['Thalamus', 'Cerebellum']",[],[],[]
Q69ZX8,ABLM3_MOUSE,Actin-binding LIM protein 3 (abLIM-3) (Actin-binding LIM protein family member 3),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9Z2L7,CRLF3_MOUSE,Cytokine receptor-like factor 3 (Cytokine receptor-like molecule 9) (CREME-9) (Cytokine receptor-related factor 4),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9D883,U2AF1_MOUSE,Splicing factor U2AF 35 kDa subunit (U2 auxiliary factor 35 kDa subunit) (U2 snRNP auxiliary factor small subunit),Mus musculus (Mouse),['Cerebellum'],[],[],[]
P83870,PHF5A_MOUSE,PHD finger-like domain-containing protein 5A (PHD finger-like domain protein 5A) (Splicing factor 3B-associated 14 kDa protein) (SF3b14b),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9WU01,KHDR2_MOUSE,"KH domain-containing, RNA-binding, signal transduction-associated protein 2 (Sam68-like mammalian protein 1) (SLM-1) (mSLM-1)",Mus musculus (Mouse),['Cerebellum'],[],[],[]
A2AEV7,CC120_MOUSE,Coiled-coil domain-containing protein 120,Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q62520,ZIC2_MOUSE,Zinc finger protein ZIC 2 (Zinc finger protein of the cerebellum 2),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q02780,NFIA_MOUSE,Nuclear factor 1 A-type (NF1-A) (Nuclear factor 1/A) (CCAAT-box-binding transcription factor) (CTF) (Nuclear factor I/A) (NF-I/A) (NFI-A) (TGGCA-binding protein),Mus musculus (Mouse),['Cerebellum'],[],[],[]
O70230,ZN143_MOUSE,Zinc finger protein 143 (Zfp-143) (Selenocysteine tRNA gene transcription-activating factor) (mStaf),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q99MD9,NASP_MOUSE,Nuclear autoantigenic sperm protein (NASP),Mus musculus (Mouse),['Cerebellum'],[],[],[]
O09161,CASQ2_MOUSE,"Calsequestrin-2 (Calsequestrin, cardiac muscle isoform)",Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9DB26,PHYD1_MOUSE,Phytanoyl-CoA dioxygenase domain-containing protein 1 (EC 1.-.-.-),Mus musculus (Mouse),"['Cerebellum', 'Medulla']",[],[],[]
P60605,UB2G2_MOUSE,Ubiquitin-conjugating enzyme E2 G2 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme G2) (Ubiquitin carrier protein G2) (Ubiquitin-protein ligase G2),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9EQN3,T22D4_MOUSE,TSC22 domain family protein 4 (TSC22-related-inducible leucine zipper protein 2) (Thg-1pit),Mus musculus (Mouse),['Cerebellum'],[],[],[]
P35951,LDLR_MOUSE,Low-density lipoprotein receptor (LDL receptor),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q8K199,COXM2_MOUSE,COX assembly mitochondrial protein 2 homolog,Mus musculus (Mouse),"['Cerebellum', 'Medulla']",[],[],[]
Q3TXT3,SOSSC_MOUSE,SOSS complex subunit C (INTS3- and NABP-interacting protein) (Sensor of single-strand DNA complex subunit C) (Sensor of ssDNA subunit C) (SOSS-C) (Single-stranded DNA-binding protein-interacting protein 1) (SSB-interacting protein 1),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q921I1,TRFE_MOUSE,Serotransferrin (Transferrin) (Beta-1 metal-binding globulin) (Siderophilin),Mus musculus (Mouse),['Cerebellum'],[],[],[]
P33146,CAD15_MOUSE,Cadherin-15 (Cadherin-14) (Muscle cadherin) (M-cadherin),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9CWV6,PKRI1_MOUSE,PRKR-interacting protein 1 (Protein C114),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q8BM92,CADH7_MOUSE,Cadherin-7,Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9Z0M3,CAD20_MOUSE,Cadherin-20 (Cadherin-7),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9CQ18,RNH2C_MOUSE,Ribonuclease H2 subunit C (RNase H2 subunit C) (Ribonuclease HI subunit C),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q8K327,CHAP1_MOUSE,Chromosome alignment-maintaining phosphoprotein 1 (Zinc finger protein 828),Mus musculus (Mouse),['Cerebellum'],[],[],[]
P83917,CBX1_MOUSE,Chromobox protein homolog 1 (Heterochromatin protein 1 homolog beta) (HP1 beta) (Heterochromatin protein p25) (M31) (Modifier 1 protein),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9ESP1,SDF2L_MOUSE,Stromal cell-derived factor 2-like protein 1 (SDF2-like protein 1),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q8BJ05,ZC3HE_MOUSE,Zinc finger CCCH domain-containing protein 14,Mus musculus (Mouse),['Cerebellum'],[],[],[]
P16014,SCG1_MOUSE,Secretogranin-1 (Chromogranin-B) (CgB) (Secretogranin I) (SgI) [Cleaved into: CCB peptide PE-11],Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q6ZPK0,PF21A_MOUSE,PHD finger protein 21A (BHC80a) (BRAF35-HDAC complex protein BHC80) (mBHC80),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q8CFC2,MYT1_MOUSE,Myelin transcription factor 1 (MyT1) (Neural zinc finger factor 2) (NZF-2),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9ESG9,PMYT1_MOUSE,Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase (EC 2.7.11.1) (Myt1 kinase),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9ER58,TICN2_MOUSE,"Testican-2 (SPARC/osteonectin, CWCV, and Kazal-like domains proteoglycan 2)",Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9D2U9,H2B3A_MOUSE,Histone H2B type 3-A,Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q8CGP0,H2B3B_MOUSE,Histone H2B type 3-B (H2B.U histone 1),Mus musculus (Mouse),['Cerebellum'],[],[],[]
P56671,MAZ_MOUSE,Myc-associated zinc finger protein (MAZI) (Pur-1) (Purine-binding transcription factor),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q8R1H0,HOP_MOUSE,Homeodomain-only protein (Homeobox-only protein) (Odd homeobox protein 1) (mOB1),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q62445,SP4_MOUSE,Transcription factor Sp4,Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q69ZQ2,ISY1_MOUSE,Pre-mRNA-splicing factor ISY1 homolog,Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q91ZV7,PLDX1_MOUSE,Plexin domain-containing protein 1 (Tumor endothelial marker 7),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q810U5,CCD50_MOUSE,Coiled-coil domain-containing protein 50 (Protein Ymer),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q8BHG9,CGBP1_MOUSE,CGG triplet repeat-binding protein 1 (CGG-binding protein 1) (20 kDa CGG-binding protein) (p20-CGGBP DNA-binding protein),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9CQJ4,RING2_MOUSE,E3 ubiquitin-protein ligase RING2 (EC 2.3.2.27) (RING finger protein 1B) (RING1b) (RING finger protein 2) (RING-type E3 ubiquitin transferase RING2),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q3TSG4,ALKB5_MOUSE,RNA demethylase ALKBH5 (EC 1.14.11.-) (Alkylated DNA repair protein alkB homolog 5) (Alpha-ketoglutarate-dependent dioxygenase alkB homolog 5),Mus musculus (Mouse),['Cerebellum'],[],[],[]
O89086,RBM3_MOUSE,RNA-binding protein 3 (RNA-binding motif protein 3),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q91XM9,DLG2_MOUSE,Disks large homolog 2 (Channel-associated protein of synapse-110) (Chapsyn-110) (Postsynaptic density protein PSD-93),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q5SUE8,ANR40_MOUSE,Ankyrin repeat domain-containing protein 40,Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q62383,SPT6H_MOUSE,Transcription elongation factor SPT6,Mus musculus (Mouse),['Cerebellum'],[],[],[]
O88834,SHD_MOUSE,SH2 domain-containing adapter protein D,Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q00420,GABP1_MOUSE,GA-binding protein subunit beta-1 (GABP subunit beta-1) (GABPB-1) (GABP subunit beta-2) (GABPB-2),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9D9Z5,DDA1_MOUSE,DET1- and DDB1-associated protein 1,Mus musculus (Mouse),"['Thalamus', 'Cerebellum']",[],[],[]
Q8R3V6,CUED1_MOUSE,CUE domain-containing protein 1,Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q61127,NAB2_MOUSE,NGFI-A-binding protein 2 (EGR-1-binding protein 2),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9JIH2,NUP50_MOUSE,Nuclear pore complex protein Nup50 (50 kDa nucleoporin) (Nuclear pore-associated protein 60 kDa-like) (Nucleoporin Nup50),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q60597,ODO1_MOUSE,"2-oxoglutarate dehydrogenase, mitochondrial (EC 1.2.4.2) (2-oxoglutarate dehydrogenase complex component E1) (OGDC-E1) (Alpha-ketoglutarate dehydrogenase)",Mus musculus (Mouse),['Cerebellum'],[],[],[]
P16305,GBRA6_MOUSE,Gamma-aminobutyric acid receptor subunit alpha-6 (GABA(A) receptor subunit alpha-6),Mus musculus (Mouse),"['Cerebellum', 'Medulla']",[],[],[]
