Uniprot Entry,Accession Name,Organism,Keywords,GO Cellular Components,GO ID CC,GO Molecular Function,GO ID MF,GO Biological Process,GO ID BP,Name
Q99JL6,Q99JL6_MOUSE,Mus musculus (Mouse),"ECO:0000256|RuleBase:RU000659}, Ribonucleoprotein {ECO:0000256|ARBA:ARBA00022980,, Ribosomal protein {ECO:0000256|ARBA:ARBA00022980,",ribosome IEA,GO:0005840,,,,,Ribosomal protein {ECO:0000256|RuleBase:RU000659}
Q99JX8,Q99JX8_MOUSE,Mus musculus (Mouse),,proteasome complex IEA,GO:0000502,enzyme regulator activity IEA,GO:0030234,regulation of protein catabolic process IEA,GO:0042176,
Q99K70,RRAGC_MOUSE,Mus musculus (Mouse)," Acetylation,  Lysosome, Reference proteome,  Phosphoprotein, Hydrolase, 3D-structure,  Nucleotide-binding,  Nucleus,  Cytoplasm,  Alternative splicing,  GTP-binding","nucleus ISS, lysosome ISS, nucleoplasm ISO, EGO complex IBA, Gtr1-Gtr2 GTPase complex IBA, intracellular membrane-bounded organelle ISO, cytoplasm ISS","GO:0005737, GO:0043231, GO:0005764, GO:1990131, GO:0005634, GO:0005654, GO:0034448","protein heterodimerization activity ISS, GDP binding ISS, GTPase binding ISO, GTP binding ISS, GTPase activity ISS","GO:0003924, GO:0051020, GO:0046982, GO:0005525, GO:0019003","cellular response to amino acid starvation ISO, response to amino acid ISO, cellular response to amino acid stimulus IBA, regulation of TORC1 signaling ISO, regulation of autophagy IBA, cellular response to starvation IBA, positive regulation of TOR signaling ISS, regulation of TOR signaling ISO","GO:0071230, GO:0032006, GO:0032008, GO:1903432, GO:0034198, GO:0043200, GO:0009267, GO:0010506",Ras-related GTP-binding protein C
Q99KC3,Q99KC3_MOUSE,Mus musculus (Mouse),"ECO:0000256|PROSITE-ProRule:PRU01023}, RNA-binding {ECO:0000256|ARBA:ARBA00022884, ECO:0000256|PROSITE-, ProRule:PRU01023}, Transferase {ECO:0000256|ARBA:ARBA00022603, ECO:0000256|PROSITE-, S-adenosyl-L-methionine {ECO:0000256|ARBA:ARBA00022691,, Methyltransferase {ECO:0000256|ARBA:ARBA00022603, ECO:0000256|PROSITE-",,,"S-adenosylmethionine-dependent methyltransferase activity IEA, RNA binding IEA","GO:0003723, GO:0008757","RNA methylation IEA, RNA processing IEA","GO:0001510, GO:0006396",
Q99KF4,Q99KF4_MOUSE,Mus musculus (Mouse),,integral component of membrane IEA,GO:0016021,sodium,GO:0015385,regulation of pH IEA,GO:0006885,
Q99KG8,Q99KG8_MOUSE,Mus musculus (Mouse),,Golgi membrane IEA,GO:0000139,,,,,
Q99KH1,Q99KH1_MOUSE,Mus musculus (Mouse),"Cell membrane {ECO:0000256|ARBA:ARBA00022475}, Membrane {ECO:0000256|ARBA:ARBA00022475, ECO:0000256|SAM:Phobius}, Transmembrane helix {ECO:0000256|SAM:Phobius}, Calcium {ECO:0000256|ARBA:ARBA00022837, ECO:0000256|PROSITE-, ProRule:PRU00043, ECO:0000256|RuleBase:RU003318}, Repeat {ECO:0000256|ARBA:ARBA00022737}, Transmembrane {ECO:0000256|SAM:Phobius}, Cell junction {ECO:0000256|ARBA:ARBA00022949}, Cell adhesion {ECO:0000256|RuleBase:RU003318}","plasma membrane IEA, desmosome IEA, integral component of membrane IEA","GO:0030057, GO:0016021, GO:0005886",calcium ion binding IEA,GO:0005509,homophilic cell adhesion via plasma membrane adhesion molecules IEA,GO:0007156,
Q99KJ4,Q99KJ4_MOUSE,Mus musculus (Mouse),"Coiled coil {ECO:0000256|SAM:Coils}, Protein biosynthesis {ECO:0000256|ARBA:ARBA00022917}, Ligase {ECO:0000256|ARBA:ARBA00023146}, Aminoacyl-tRNA synthetase {ECO:0000256|ARBA:ARBA00023146}, Nucleotide-binding {ECO:0000256|ARBA:ARBA00022840}, ATP-binding {ECO:0000256|ARBA:ARBA00022840}",cytoplasm IEA,GO:0005737,"threonine-tRNA ligase activity IEA, ATP binding IEA","GO:0004829, GO:0005524",threonyl-tRNA aminoacylation IEA,GO:0006435,Threonyl-tRNA synthetase {ECO:0000256|ARBA:ARBA00015389}
Q99KP1,Q99KP1_MOUSE,Mus musculus (Mouse),"ATP-binding {ECO:0000256|ARBA:ARBA00022840, ECO:0000256|RuleBase:RU366032}, Kinase {ECO:0000256|ARBA:ARBA00022777, ECO:0000256|RuleBase:RU366032}, Transferase {ECO:0000256|ARBA:ARBA00022777, ECO:0000256|RuleBase:RU366032}, Nucleotide-binding {ECO:0000256|ARBA:ARBA00022840,, Mitochondrion {ECO:0000256|ARBA:ARBA00023128,, ECO:0000256|RuleBase:RU366032}, Transit peptide {ECO:0000256|ARBA:ARBA00022946}",mitochondrial matrix IEA,GO:0005759,"protein kinase activity IEA, ATP binding IEA","GO:0005524, GO:0004672",,,Protein-serine/threonine kinase {ECO:0000256|RuleBase:RU366032}
Q99KR1,Q99KR1_MOUSE,Mus musculus (Mouse),"ATP-binding {ECO:0000256|RuleBase:RU003651}, Proteasome {ECO:0000256|ARBA:ARBA00022942}, Nucleotide-binding {ECO:0000256|RuleBase:RU003651}","proteasome complex IEA, cytoplasm IEA","GO:0005737, GO:0000502","ATPase activity IEA, ATP binding IEA","GO:0005524, GO:0016887",protein catabolic process IEA,GO:0030163,
Q99L88,SNTB1_MOUSE,Mus musculus (Mouse)," Calcium,  Reference proteome, Membrane,  Repeat,  Phosphoprotein, Calmodulin-binding,  Cytoskeleton,  Cell junction,  Cytoplasm,  Alternative splicing,  Actin-binding,  Cell membrane, Acetylation","synapse IDA, protein-containing complex ISO, sarcolemma IEA, cytoplasm IEA, cytoskeleton IEA, dystrophin-associated glycoprotein complex IBA","GO:0005737, GO:0042383, GO:0016010, GO:0045202, GO:0032991, GO:0005856","structural molecule activity IEA, actin binding IEA, PDZ domain binding ISO, calmodulin binding IEA","GO:0003779, GO:0005198, GO:0005516, GO:0030165",,,Beta-1-syntrophin
Q99LL6,Q99LL6_MOUSE,Mus musculus (Mouse),"Secreted {ECO:0000256|ARBA:ARBA00022530}, Extracellular matrix {ECO:0000256|ARBA:ARBA00022530}",,,extracellular matrix structural constituent IEA,GO:0005201,,,
Q99N15,Q99N15_MOUSE,Mus musculus (Mouse),"Reference proteome {ECO:0000313|Proteomes:UP000000589}, ECO:0000213|MaxQB:Q99N15, ECO:0000213|PeptideAtlas:Q99N15}, Proteomics identification {ECO:0000213|EPD:Q99N15,, Oxidoreductase {ECO:0000256|ARBA:ARBA00023002}","mitochondrion IDA, mitochondrial ribonuclease P complex IEA","GO:0030678, GO:0005739","3-hydroxyacyl-CoA dehydrogenase activity IEA, tRNA binding IEA, testosterone dehydrogenase [NAD(P)] activity IEA","GO:0000049, GO:0030283, GO:0003857","mitochondrial tRNA 5'-end processing IEA, mitochondrion organization IEA, protein homotetramerization IEA, mitochondrial tRNA methylation IEA, mitochondrial tRNA 3'-end processing IEA","GO:0007005, GO:0070901, GO:1990180, GO:0097745, GO:0051289",
Q99ND0,FT,Mus musculus (Mouse),"ProRule:PRU00076}, Disulfide bond {ECO:0000256|ARBA:ARBA00023157, ECO:0000256|PROSITE-, Membrane {ECO:0000256|SAM:Phobius},  Repeat {ECO:0000256|ARBA:ARBA00022737}, Glycoprotein {ECO:0000256|ARBA:ARBA00023180}, Transmembrane helix {ECO:0000256|SAM:Phobius}, Signal {ECO:0000256|SAM:SignalP},  EGF-like domain {ECO:0000256|PROSITE-ProRule:PRU00076},  Transmembrane {ECO:0000256|SAM:Phobius}",integral component of membrane IEA,GO:0016021,,,,,
Q99NN8,Q99NN8_MOUSE,Mus musculus (Mouse),"Ubl conjugation pathway {ECO:0000256|ARBA:ARBA00022786,, Metal-binding {ECO:0000256|RuleBase:RU366024}, Hydrolase {ECO:0000256|RuleBase:RU366024}, Chromatin regulator {ECO:0000256|RuleBase:RU366024}, DNA recombination {ECO:0000256|RuleBase:RU366024}, Multifunctional enzyme {ECO:0000256|RuleBase:RU366024},  Zinc {ECO:0000256|RuleBase:RU366024}, Endonuclease {ECO:0000256|RuleBase:RU366024}, ECO:0000256|RuleBase:RU366024}, Nucleus {ECO:0000256|ARBA:ARBA00023242, ECO:0000256|RuleBase:RU366024}, Zinc-finger {ECO:0000256|RuleBase:RU366024}, DNA-binding {ECO:0000256|ARBA:ARBA00023125, ECO:0000256|RuleBase:RU366024}, Transferase {ECO:0000256|ARBA:ARBA00022679, ECO:0000256|RuleBase:RU366024}, Nuclease {ECO:0000256|RuleBase:RU366024}",nucleus IEA,GO:0005634,"zinc ion binding IEA, sequence-specific DNA binding IEA, protein homodimerization activity IEA, ubiquitin protein ligase activity IEA, endonuclease activity IEA, histone binding IEA","GO:0043565, GO:0061630, GO:0004519, GO:0042393, GO:0008270, GO:0042803","V(D)J recombination IEA, histone monoubiquitination IEA, T cell differentiation in thymus IEA, B cell differentiation IEA","GO:0033077, GO:0030183, GO:0033151, GO:0010390",V(D)J recombination-activating protein 1 {ECO:0000256|RuleBase:RU366024}
Q9CQB0,Q9CQB0_MOUSE,Mus musculus (Mouse),"Transcription {ECO:0000256|ARBA:ARBA00023015}, DNA-binding {ECO:0000256|ARBA:ARBA00023125}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Nucleus {ECO:0000256|ARBA:ARBA00023242}, Transcription regulation {ECO:0000256|ARBA:ARBA00023015}, Proteomics identification {ECO:0000213|EPD:Q9CQB0}",nucleus IEA,GO:0005634,DNA binding IEA,GO:0003677,,,Small nuclear RNA-activating complex polypeptide 3 {ECO:0000256|ARBA:ARBA00014665}
Q9CQB4,Q9CQB4_MOUSE,Mus musculus (Mouse),"Membrane {ECO:0000256|ARBA:ARBA00022792, ECO:0000256|PIRNR:PIRNR000022}, Proteomics identification {ECO:0000213|EPD:Q9CQB4,, Transport {ECO:0000256|PIRNR:PIRNR000022}, Respiratory chain {ECO:0000256|PIRNR:PIRNR000022}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, ECO:0000256|PIRNR:PIRNR000022}, Electron transport {ECO:0000256|PIRNR:PIRNR000022}, ECO:0000213|MaxQB:Q9CQB4, ECO:0000213|PeptideAtlas:Q9CQB4}, Mitochondrion {ECO:0000256|ARBA:ARBA00022792,, Mitochondrion inner membrane {ECO:0000256|ARBA:ARBA00022792,",mitochondrial respiratory chain complex III IEA,GO:0005750,,,"mitochondrial electron transport, ubiquinol to cytochrome c IEA",GO:0006122,Cytochrome b-c1 complex subunit 7 {ECO:0000256|PIRNR:PIRNR000022}
Q9CQM4,Q9CQM4_MOUSE,Mus musculus (Mouse),"Protein biosynthesis {ECO:0000256|ARBA:ARBA00022917}, Ligase {ECO:0000256|ARBA:ARBA00023146}, Acetylation {ECO:0000256|ARBA:ARBA00022990}, Aminoacyl-tRNA synthetase {ECO:0000256|ARBA:ARBA00023146}, Nucleotide-binding {ECO:0000256|ARBA:ARBA00022840}, ATP-binding {ECO:0000256|ARBA:ARBA00022840}",,,"leucine-tRNA ligase activity IEA, ATP binding IEA","GO:0005524, GO:0004823",leucyl-tRNA aminoacylation IEA,GO:0006429,Leucyl-tRNA synthetase {ECO:0000256|ARBA:ARBA00013794}
Q9CQP7,Q9CQP7_MOUSE,Mus musculus (Mouse),,,,,,,,
Q9CR99,Q9CR99_MOUSE,Mus musculus (Mouse),Reference proteome {ECO:0000313|Proteomes:UP000000589},"intracellular membrane-bounded organelle IBA, cell cortex IBA, vesicle IBA, cytoskeleton IBA, cleavage furrow IBA, cytoplasmic vesicle IBA, dendritic spine IBA, cell projection IBA, plasma membrane IBA, cytoplasm IBA","GO:0005737, GO:0031982, GO:0005938, GO:0043231, GO:0031410, GO:0005886, GO:0032154, GO:0005856, GO:0043197, GO:0042995","protein kinase binding IBA, GTPase activity IBA, GTP binding IBA","GO:0005525, GO:0019901, GO:0003924","regulation of cell shape IBA, cell migration IBA, establishment or maintenance of cell polarity IBA, actin cytoskeleton organization IBA, actin filament organization IBA, regulation of actin cytoskeleton organization IBA, small GTPase mediated signal transduction IEA, stress fiber assembly IBA, cortical cytoskeleton organization IBA","GO:0016477, GO:0043149, GO:0030036, GO:0030865, GO:0032956, GO:0007163, GO:0007264, GO:0008360, GO:0007015",
Q9CS24,Q9CS24_MOUSE,Mus musculus (Mouse),Coiled coil {ECO:0000256|SAM:Coils},"nucleus ISO, precatalytic spliceosome IBA, U2-type spliceosomal complex IBA, U12-type spliceosomal complex ISO, catalytic step 2 spliceosome ISO, U2 snRNP IBA, spliceosomal complex ISO, nuclear speck ISO, U2-type precatalytic spliceosome ISO","GO:0071013, GO:0005689, GO:0005686, GO:0005681, GO:0071011, GO:0016607, GO:0005634, GO:0071005, GO:0005684",,,"mRNA splicing, via spliceosome ISO",GO:0000398,SAP domain-containing protein {ECO:0000259|PROSITE:PS50800}
Q9CT23,Q9CT23_MOUSE,Mus musculus (Mouse),"Coiled coil {ECO:0000256|SAM:Coils}, Protein biosynthesis {ECO:0000256|ARBA:ARBA00022540}, Initiation factor {ECO:0000256|ARBA:ARBA00022540}, Cytoplasm {ECO:0000256|ARBA:ARBA00022490}",eukaryotic translation initiation factor 3 complex IEA,GO:0005852,translation initiation factor activity IEA,GO:0003743,,,PCI domain-containing protein {ECO:0000259|PROSITE:PS50250}
Q9CTG1,Q9CTG1_MOUSE,Mus musculus (Mouse),"Signal {ECO:0000256|SAM:SignalP}, Ubl conjugation pathway {ECO:0000256|ARBA:ARBA00022786}, Ubl conjugation {ECO:0000256|ARBA:ARBA00022843}",cullin-RING ubiquitin ligase complex IEA,GO:0031461,ubiquitin protein ligase binding IEA,GO:0031625,"ubiquitin-dependent protein catabolic process IEA, protein ubiquitination IEA","GO:0016567, GO:0006511",CULLIN_2 domain-containing protein {ECO:0000259|PROSITE:PS50069}
Q9CTT4,Q9CTT4_MOUSE,Mus musculus (Mouse),"Membrane {ECO:0000256|ARBA:ARBA00022792, ECO:0000256|RuleBase:RU367010}, Electron transport {ECO:0000256|ARBA:ARBA00022660,, Respiratory chain {ECO:0000256|ARBA:ARBA00022660,, Transport {ECO:0000256|ARBA:ARBA00022660, ECO:0000256|RuleBase:RU367010}, Transit peptide {ECO:0000256|ARBA:ARBA00022946,, Mitochondrion {ECO:0000256|ARBA:ARBA00022792,, ECO:0000256|RuleBase:RU367010}, Mitochondrion inner membrane {ECO:0000256|ARBA:ARBA00022792,","respirasome IEA, mitochondrial inner membrane IEA","GO:0070469, GO:0005743","oxidoreductase activity, acting on NAD(P)H IEA",GO:0016651,electron transport chain IEA,GO:0022900,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial {ECO:0000256|RuleBase:RU367010}"
Q9CTW3,Q9CTW3_MOUSE,Mus musculus (Mouse),"Nucleotide-binding {ECO:0000256|ARBA:ARBA00022840}, ATP-binding {ECO:0000256|ARBA:ARBA00022840}",,,,,,,Vps4_C domain-containing protein {ECO:0000259|Pfam:PF09336}
Q9CV53,Q9CV53_MOUSE,Mus musculus (Mouse),"Lipoyl {ECO:0000256|ARBA:ARBA00022823, ECO:0000256|PIRSR:PIRSR617453-50,, Mitochondrion {ECO:0000256|RuleBase:RU364055}, Transit peptide {ECO:0000256|ARBA:ARBA00022946,, ECO:0000256|RuleBase:RU364055}","glycine cleavage complex IEA, mitochondrion IEA","GO:0005960, GO:0005739",,,glycine decarboxylation via glycine cleavage system IEA,GO:0019464,Glycine cleavage system H protein {ECO:0000256|RuleBase:RU364055}
Q9CV67,Q9CV67_MOUSE,Mus musculus (Mouse),,integral component of membrane IEA,GO:0016021,"very long-chain fatty acid-CoA ligase activity IEA, long-chain fatty acid-CoA ligase activity IEA","GO:0031957, GO:0004467",fatty acid transport IEA,GO:0015908,
Q9CV72,Q9CV72_MOUSE,Mus musculus (Mouse),"Coiled coil {ECO:0000256|ARBA:ARBA00023054, ECO:0000256|SAM:Coils}, ECO:0000256|RuleBase:RU000685}, Intermediate filament {ECO:0000256|ARBA:ARBA00022754,,  Keratin {ECO:0000256|ARBA:ARBA00022744}",keratin filament IEA,GO:0045095,,,,,IF rod domain-containing protein {ECO:0000259|PROSITE:PS51842}
Q9CVH3,Q9CVH3_MOUSE,Mus musculus (Mouse),,,,,,,,
Q9CVX1,Q9CVX1_MOUSE,Mus musculus (Mouse),,,,,,,,
Q9CVY8,Q9CVY8_MOUSE,Mus musculus (Mouse),,,,,,,,
Q9CW88,Q9CW88_MOUSE,Mus musculus (Mouse),,,,protein phosphatase inhibitor activity IEA,GO:0004864,signal transduction IEA,GO:0007165,
Q9CW99,Q9CW99_MOUSE,Mus musculus (Mouse),,,,protein serine/threonine kinase activity IEA,GO:0004674,,,UBA domain-containing protein {ECO:0000259|PROSITE:PS50030}
Q9CWE1,Q9CWE1_MOUSE,Mus musculus (Mouse),"Membrane {ECO:0000256|ARBA:ARBA00023136}, Lipoprotein {ECO:0000256|ARBA:ARBA00023288}",membrane IEA,GO:0016020,Rac GTPase binding IEA,GO:0048365,regulation of actin filament polymerization IEA,GO:0030833,DUF1394 domain-containing protein {ECO:0000259|Pfam:PF07159}
Q9CX10,Q9CX10_MOUSE,Mus musculus (Mouse),"Transmembrane {ECO:0000256|ARBA:ARBA00022692, ECO:0000256|PROSITE-, ProRule:PRU00282, ECO:0000256|RuleBase:RU000488}, Membrane {ECO:0000256|ARBA:ARBA00022692, ECO:0000256|PROSITE-, Transport {ECO:0000256|RuleBase:RU000488}","mitochondrial membrane ISO, integral component of membrane IEA, mitochondrion IDA, apical part of cell ISO, neuronal cell body ISO","GO:0043025, GO:0016021, GO:0031966, GO:0005739, GO:0045177",,,"negative regulation of mitochondrial membrane potential ISO, regulation of glucose import ISO, response to cold IBA, negative regulation of mitochondrial calcium ion concentration ISO, neuron death ISO, positive regulation of cell population proliferation ISO, negative regulation of apoptotic process ISO, cellular triglyceride homeostasis ISO","GO:0008284, GO:0009409, GO:0070997, GO:0035356, GO:0010917, GO:0046324, GO:0051562, GO:0043066",
Q9CXG9,PHF19_MOUSE,Mus musculus (Mouse)," Repressor,  Zinc,  Repeat, Reference proteome, Chromatin regulator,  Metal-binding,  Nucleus,  Phosphoprotein,  Transcription, Transcription regulation,  Zinc-finger",nucleus IBA,GO:0005634,"metal ion binding IEA, DNA binding IBA, chromatin binding IBA, methylated histone binding IDA","GO:0003677, GO:0046872, GO:0003682, GO:0035064","stem cell population maintenance IMP, negative regulation of transcription by RNA polymerase II IMP, regulation of transcription, DNA-templated IBA, chromatin organization IBA, positive regulation of histone H3-K27 methylation IMP, stem cell differentiation IMP","GO:0006355, GO:0000122, GO:0006325, GO:0019827, GO:0061087, GO:0048863",PHD finger protein 19
Q9CXS2,Q9CXS2_MOUSE,Mus musculus (Mouse),"Reference proteome {ECO:0000313|Proteomes:UP000000589}, ECO:0000213|PeptideAtlas:Q9CXS2}, Proteomics identification {ECO:0000213|MaxQB:Q9CXS2,",,,"GTPase activity IEA, GTP binding IEA","GO:0005525, GO:0003924",,,
Q9D034,Q9D034_MOUSE,Mus musculus (Mouse),"Reference proteome {ECO:0000313|Proteomes:UP000000589}, ECO:0000213|MaxQB:Q9D034, ECO:0000213|PeptideAtlas:Q9D034}, Transducer {ECO:0000256|ARBA:ARBA00023224}, Proteomics identification {ECO:0000213|EPD:Q9D034,",membrane IEA,GO:0016020,"G protein-coupled receptor binding IEA, GTPase activity IEA, G-protein beta/gamma-subunit complex binding IEA, guanyl nucleotide binding IEA","GO:0019001, GO:0001664, GO:0003924, GO:0031683","Rho protein signal transduction IEA, G protein-coupled receptor signaling pathway IEA","GO:0007266, GO:0007186",
Q9D096,Q9D096_MOUSE,Mus musculus (Mouse),,,,,,,,Isochorismatase domain-containing protein {ECO:0000259|Pfam:PF00857}
Q9D0J2,Q9D0J2_MOUSE,Mus musculus (Mouse),"Coiled coil {ECO:0000256|SAM:Coils}, Ion transport {ECO:0000256|ARBA:ARBA00023065}, Transport {ECO:0000256|ARBA:ARBA00023065}, Membrane {ECO:0000256|ARBA:ARBA00023136}","proton-transporting ATP synthase complex, catalytic core F(1) IEA",GO:0045261,"proton-transporting ATP synthase activity, rotational mechanism IEA",GO:0046933,,,ATP synthase F1 subunit delta {ECO:0000256|ARBA:ARBA00016148}
Q9D0J4,FT,Mus musculus (Mouse)," Mitochondrion,  Reference proteome,  Phosphoprotein,  Cytoskeleton, 3D-structure,  Cell cycle,  Lipoprotein,  Myristate, Nucleus,  Cytoplasm,  Nucleotide-binding,  GTP-binding,  Ubl conjugation, Isopeptide bond","lateral plasma membrane ISS, focal adhesion ISO, cytosol ISO, nucleolus ISO, microtubule cytoskeleton IBA, Golgi apparatus ISO, nucleus ISS, centrosome ISS, nucleoplasm ISO, cytoplasm IDA, mitochondrial intermembrane space ISO","GO:0005813, GO:0005794, GO:0005737, GO:0005758, GO:0016328, GO:0015630, GO:0005925, GO:0005634, GO:0005730, GO:0005654, GO:0005829","GDP binding IDA, GTPase activity ISS, GTP binding IDA","GO:0005525, GO:0019003, GO:0003924","bicellular tight junction assembly ISS, negative regulation of GTPase activity ISS, positive regulation of cell-substrate adhesion ISS, centrosome cycle ISS, regulation of microtubule polymerization ISS, maintenance of protein location in nucleus ISS, positive regulation of microtubule polymerization ISS, acetylcholine transport ISO","GO:0070830, GO:0007098, GO:0015870, GO:0010811, GO:0031113, GO:0034260, GO:0031116, GO:0051457",ADP-ribosylation factor-like protein 2
Q9D0L4,ADCK1_MOUSE,Mus musculus (Mouse),"Reference proteome,  ATP-binding,  Serine/threonine-protein kinase,  Signal, Alternative splicing, Transferase,  Nucleotide-binding,  Kinase,  Secreted","integral component of mitochondrial membrane IBA, mitochondrial inner membrane IBA, mitochondrion HDA, extracellular region IEA","GO:0032592, GO:0005576, GO:0005739, GO:0005743","protein serine/threonine kinase activity IEA, ATP binding IEA","GO:0004674, GO:0005524","lipid homeostasis IBA, positive regulation of cristae formation ISS, negative regulation of mitochondrial fusion ISS, mitochondrion organization IBA","GO:1903852, GO:0010637, GO:0007005, GO:0055088",AarF domain-containing protein kinase 1 {ECO:0000305}
Q9D2R6,COA3_MOUSE,Mus musculus (Mouse)," Mitochondrion,  Reference proteome, Transmembrane helix,  Coiled coil,  Transmembrane, Acetylation,  Membrane, Mitochondrion inner membrane","integral component of mitochondrial inner membrane ISS, mitochondrion HDA","GO:0031305, GO:0005739",,,"positive regulation of mitochondrial translation ISS, mitochondrial cytochrome c oxidase assembly ISS","GO:0033617, GO:0070131","Cytochrome c oxidase assembly factor 3 homolog, mitochondrial"
Q9D328,TM35A_MOUSE,Mus musculus (Mouse)," Reference proteome, Transmembrane,  Transmembrane helix,  Peroxisome, Cytoplasmic vesicle,  Membrane","cytoplasmic vesicle IEA, integral component of membrane IEA, peroxisomal membrane IEA","GO:0031410, GO:0016021, GO:0005778",,,,,Transmembrane protein 35A
Q9D3U4,Q9D3U4_MOUSE,Mus musculus (Mouse),"Reference proteome {ECO:0000313|Proteomes:UP000000589}, RNA-binding {ECO:0000256|PROSITE-ProRule:PRU00176}",ribonucleoprotein complex IBA,GO:1990904,RNA binding IBA,GO:0003723,,,
Q9D571,Q9D571_MOUSE,Mus musculus (Mouse),Reference proteome {ECO:0000313|Proteomes:UP000000589},,,,,,,
Q9D699,Q9D699_MOUSE,Mus musculus (Mouse),"Cytoplasm {ECO:0000256|PROSITE-ProRule:PRU00792}, Cytoskeleton {ECO:0000256|PROSITE-ProRule:PRU00792}",cytoskeleton IEA,GO:0005856,microtubule binding IEA,GO:0008017,apoptotic process IEA,GO:0006915,
Q9D6A3,Q9D6A3_MOUSE,Mus musculus (Mouse),DNA-binding {ECO:0000256|ARBA:ARBA00023125},nucleus IEA,GO:0005634,"DNA binding IEA, DNA-binding transcription factor activity IEA","GO:0003677, GO:0003700","apoptotic process IEA, cell cycle arrest IEA, protein tetramerization IEA","GO:0006915, GO:0051262, GO:0007050",SAM domain-containing protein {ECO:0000259|SMART:SM00454}
Q9D6G1,Q9D6G1_MOUSE,Mus musculus (Mouse),"Repeat {ECO:0000256|ARBA:ARBA00022737}, Cytoplasm {ECO:0000256|ARBA:ARBA00022490}, Nucleus {ECO:0000256|ARBA:ARBA00023242}, Phosphoprotein {ECO:0000256|ARBA:ARBA00022553}","nucleus IEA, cytoplasm IEA","GO:0005737, GO:0005634",RNA binding IEA,GO:0003723,,,
Q9D6K2,Q9D6K2_MOUSE,Mus musculus (Mouse),,,,,,,,Transgelin {ECO:0000256|RuleBase:RU361224}
Q9D8I2,FT,Mus musculus (Mouse)," Reference proteome, Membrane,  Transducer, Transmembrane helix,  G-protein coupled receptor, Cell membrane,  Receptor,  Transmembrane,  Glycoprotein,  Disulfide bond","endoplasmic reticulum IDA, integral component of membrane IEA, plasma membrane IEA","GO:0005783, GO:0016021, GO:0005886",G protein-coupled purinergic nucleotide receptor activity ISO,GO:0045028,"G protein-coupled receptor signaling pathway IBA, negative regulation of adenylate cyclase activity IEA, cellular response to organic cyclic compound IDA","GO:0071407, GO:0007194, GO:0007186",P2Y purinoceptor 13
Q9D8W6,Q9D8W6_MOUSE,Mus musculus (Mouse),"Transferase {ECO:0000256|ARBA:ARBA00022777, ECO:0000256|HAMAP-, Kinase {ECO:0000256|ARBA:ARBA00022777, ECO:0000256|HAMAP-Rule:MF_03169,, ECO:0000256|RuleBase:RU003330}, GTP-binding {ECO:0000256|ARBA:ARBA00023134, ECO:0000256|HAMAP-, Rule:MF_03169, ECO:0000256|RuleBase:RU003330}, Nucleotide-binding {ECO:0000256|ARBA:ARBA00023134, ECO:0000256|HAMAP-, Rule:MF_03169}, Mitochondrion {ECO:0000256|HAMAP-Rule:MF_03169}","mitochondrial matrix IEA, mitochondrion ISS","GO:0005759, GO:0005739","ATP binding IEA, GTP binding IEA, nucleoside diphosphate kinase activity IEA, adenylate kinase activity IEA, nucleoside triphosphate adenylate kinase activity IEA","GO:0004017, GO:0046899, GO:0004550, GO:0005525, GO:0005524","AMP metabolic process IEA, GTP metabolic process IEA, ITP metabolic process IEA, ADP biosynthetic process IEA","GO:0046039, GO:0006172, GO:0046041, GO:0046033","GTP:AMP phosphotransferase AK3, mitochondrial {ECO:0000256|HAMAP-Rule:MF_03169}"
Q9D956,MALD3_MOUSE,Mus musculus (Mouse)," Reference proteome,  Transmembrane helix,  Cell junction, Alternative splicing, Tight junction,  Transmembrane,  Membrane","cytoplasmic vesicle ISO, bicellular tight junction IDA, integral component of membrane IEA, cytoplasm IBA","GO:0005737, GO:0031410, GO:0016021, GO:0005923",mitogen-activated protein kinase kinase kinase binding ISO,GO:0031435,"cell-cell junction organization IMP, negative regulation of epithelial cell migration IDA, response to osmotic stress ISO, negative regulation of epithelial cell proliferation IDA, negative regulation of JNK cascade ISO, bicellular tight junction assembly ISO, protein localization to cell junction ISO","GO:0070830, GO:0006970, GO:0050680, GO:0010633, GO:0046329, GO:1902414, GO:0045216",MARVEL domain-containing protein 3
Q9D9C1,Q9D9C1_MOUSE,Mus musculus (Mouse),"ATP-binding {ECO:0000256|RuleBase:RU003651}, Nucleotide-binding {ECO:0000256|RuleBase:RU003651}",,,"ATPase activity IEA, ATP binding IEA","GO:0005524, GO:0016887",,,
Q9DA32,SUN5_MOUSE,Mus musculus (Mouse)," Reference proteome,  Differentiation, Golgi apparatus,  Spermatogenesis, Transmembrane,  Transmembrane helix, Alternative splicing,  Coiled coil,  Nucleus,  Glycoprotein,  Membrane","nuclear inner membrane ISO, integral component of membrane IEA, nuclear envelope IBA, meiotic nuclear membrane microtubule tethering complex IBA, sperm connecting piece IDA, Golgi apparatus IEA","GO:0005794, GO:0005635, GO:0005637, GO:0016021, GO:0097224, GO:0034993",protein-membrane adaptor activity IBA,GO:0043495,"spermatid development IMP, nuclear envelope organization IBA, spermatogenesis ISS","GO:0006998, GO:0007283, GO:0007286",SUN domain-containing protein 5
